Protein Details,Gene Name,BCC count,BCC proportion,BCC mean,BCC std,BCC UNIQUE,SCC count,SCC proportion,SCC mean,SCC std,SCC UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
P25325 (gene MPST):  3-mercaptopyruvate sulfurtransferase,MPST,38,1.0,15685543.421052631,18177875.35884941,False,33,1.0,12074421.818181818,11057306.546313811,False,0.0,1.2990720100097746,0.37748140430740734,1.0,0.0,1.0,1.0,5330.0,0.9786935262489763,0.33115047961501953,0.63279990996809,3122.0,658.0,0.7251221246333034,0.8897734667960279,4854.5,0.33115047961501953,1.0,False,3122.0
P49585 (gene PCYT1A):  Choline-phosphate cytidylyltransferase A,PCYT1A,38,1.0,4355151.578947368,4621698.770548795,False,33,1.0,5448905.454545454,6219347.226329713,False,0.0,0.799270902253134,-0.3232435265320173,-1.0,0.0,1.0,1.0,5330.0,-0.8355735110412081,0.4062789813165635,0.6867849448757881,3529.0,556.0,0.4163530955742053,0.6671938136437574,3721.0,0.4062789813165635,1.0,False,3529.0
Q13126 (gene MTAP):  S-methyl-5-thioadenosine phosphorylase,MTAP,38,1.0,7281255.263157895,6850547.1252762135,False,33,1.0,8058334.848484849,7873893.649939162,False,0.0,0.9035682185043519,-0.14629456764078316,-1.0,0.0,1.0,1.0,5330.0,-0.43838032045261827,0.6624800891680749,0.8505079816174916,4646.0,643.0,0.8581776655587643,0.9634520170738806,5307.0,0.6624800891680749,1.0,False,4646.0
Q16204 (gene CCDC6):  Coiled-coil domain-containing protein 6,CCDC6,38,1.0,7612906.315789473,6313340.896846272,False,33,1.0,5782275.454545454,4566085.734340965,False,0.0,1.3165935064203214,0.3968099873606809,1.0,0.0,1.0,1.0,5330.0,1.361675286149277,0.17773000413257692,0.5295824478420679,1999.0,722.0,0.2759553688579034,0.5511716540362409,2986.0,0.17773000413257692,1.0,False,1999.0
Q9Y2S6 (gene TMA7):  Translation machinery-associated protein 7,TMA7,36,0.9473684210526315,47713800.0,43947175.32259311,False,32,0.9696969696969697,50070627.27272727,60945990.08033992,False,-1.0,0.9529299431402979,-0.0695579399328425,-1.0,-0.46646960845533414,0.6408793966106174,1.0,3783.5,-0.1858575883094623,0.8531017453612437,0.9567697336863037,5319.0,672.0,0.607924204119359,0.8119980567712894,4461.0,0.607924204119359,1.0,False,3783.5
Q8TBC4 (gene UBA3):  NEDD8-activating enzyme E1 catalytic subunit,UBA3,38,1.0,4005318.4210526315,3970551.600021633,False,32,0.9696969696969697,3270328.787878788,2991751.718108405,False,1.0,1.2247448745510847,0.2924812540823236,1.0,1.080724464405876,0.27981969731159884,0.640140972833773,2460.5,0.8579211712057971,0.3939062830680583,0.6762719092903701,3475.0,762.0,0.12099607194183325,0.35334369206747684,2039.0,0.12099607194183325,0.8148553401972235,False,2039.0
"P19388 (gene POLR2E):  DNA-directed RNA polymerases I, II, and III subunit RPABC1",POLR2E,34,0.8947368421052632,4106900.5263157897,6140407.320503622,False,29,0.8787878787878788,3139745.757575758,5360881.358115292,False,1.0,1.3080360141916325,0.38740226314516196,1.0,0.21198011994373622,0.8321225438696921,1.0,4185.5,0.6919034705543087,0.49131971007704245,0.7431383590873352,3944.0,728.0,0.2462774828019536,0.5158757707007908,2847.0,0.2462774828019536,1.0,False,2847.0
P10155 (gene RO60):  60 kDa SS-A/Ro ribonucleoprotein,RO60,38,1.0,6398799.2105263155,5261065.347408951,False,33,1.0,5445534.696969697,5020381.603227101,False,0.0,1.1750543457350313,0.23272748233011575,1.0,0.0,1.0,1.0,5330.0,0.7667800261214376,0.44582795023429533,0.7139945697123601,3725.0,746.0,0.17189625998028002,0.42412451904150145,2415.0,0.17189625998028002,0.989578404994227,False,2415.0
Q969V3 (gene NCLN):  Nicalin,NCLN,37,0.9736842105263158,2968492.6315789474,2793855.088962094,False,33,1.0,3950517.272727273,4246346.062705699,False,-1.0,0.7514187197892878,-0.4123110371845448,-1.0,-0.9385238769840499,0.3479752523115307,0.7082271297964247,2886.5,-1.1480713441028736,0.25490391873010876,0.5886994889531166,2579.0,602.0,0.7775984247433526,0.9219300878415823,5027.0,0.25490391873010876,1.0,False,2579.0
"P53007 (gene SLC25A1):  Tricarboxylate transport protein, mitochondrial",SLC25A1,37,0.9736842105263158,5162863.947368421,5829597.225670479,False,32,0.9696969696969697,4533826.484848484,8393399.14563294,False,1.0,1.1387431708339448,0.18744240205494922,1.0,0.10127700908027155,0.919330566436703,1.0,4489.5,0.36516834892912126,0.7161027142997356,0.8810321405947789,4849.0,762.5,0.119619994044713,0.35138005143808854,2030.5,0.119619994044713,0.8148553401972235,False,2030.5
"Q96CM8 (gene ACSF2):  Medium-chain acyl-CoA ligase ACSF2, mitochondrial",ACSF2,35,0.9210526315789473,3226273.4210526315,4272992.395171818,False,22,0.6666666666666666,1612484.0,3357966.387210542,False,1.0,2.0008095714752088,1.0005838642142817,1.0,2.6870122321944714,0.007209431252142165,0.13668029250818003,308.5,1.7255484214123773,0.08890485800037674,0.43468412102355614,1211.0,869.5,0.005100476634945943,0.06184846260993394,492.0,0.005100476634945943,0.16139039171097436,False,308.5
Q8TAT6 (gene NPLOC4):  Nuclear protein localization protein 4 homolog,NPLOC4,38,1.0,6670133.157894737,10960817.837299056,False,33,1.0,8194047.818181818,13254293.149718672,False,0.0,0.8140217516297046,-0.2968607493528008,-1.0,0.0,1.0,1.0,5330.0,-0.5226007275639397,0.6029261337504324,0.8137032999102346,4420.0,644.0,0.8491355817199183,0.9589140413668432,5277.5,0.6029261337504324,1.0,False,4420.0
P61077 (gene UBE2D3):  Ubiquitin-conjugating enzyme E2 D3,UBE2D3,30,0.7894736842105263,13837663.684210526,26443168.744552955,False,23,0.696969696969697,13814793.030303031,17031758.34493733,False,1.0,1.0016555191131944,0.002386434365449933,1.0,0.8936433089566833,0.3715127664038903,0.7166794477410201,3055.0,0.004199577800831341,0.9966613497772838,1.0,5855.0,607.0,0.8206912151846592,0.9474257657707655,5162.0,0.3715127664038903,1.0,False,3055.0
Q6PKG0 (gene LARP1):  La-related protein 1,LARP1,37,0.9736842105263158,1602738.2631578948,1448193.9020794267,False,32,0.9696969696969697,1233933.121212121,1225991.163903789,False,1.0,1.2988858436526844,0.3772746409219003,1.0,0.10127700908027155,0.919330566436703,1.0,4489.5,1.132262374239998,0.26144361643018393,0.5927203382103,2630.0,708.0,0.35337343847712044,0.6158066367153041,3411.0,0.26144361643018393,1.0,False,2630.0
Q99459 (gene CDC5L):  Cell division cycle 5-like protein,CDC5L,38,1.0,4620921.842105263,3034786.459842165,False,32,0.9696969696969697,3888288.9696969697,4325771.378014109,False,1.0,1.1884203767047186,0.24904524700661584,1.0,1.080724464405876,0.27981969731159884,0.640140972833773,2460.5,0.8222593859988241,0.4137617479468273,0.6906931506240604,3570.0,828.0,0.020806402593101497,0.13715396061695626,904.0,0.020806402593101497,0.35264488031376,False,904.0
Q13310 (gene PABPC4):  Polyadenylate-binding protein 4,PABPC4,38,1.0,3655696.3157894737,3191020.3845490366,False,33,1.0,2981651.121212121,2656438.030627682,False,0.0,1.226064407663533,0.2940347687318566,1.0,0.0,1.0,1.0,5330.0,0.9451574929800055,0.3478765338537717,0.6468740047458145,3199.0,717.0,0.3021623479451049,0.5665306624263029,3178.0,0.3021623479451049,1.0,False,3178.0
"Q9BV57 (gene ADI1):  1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",ADI1,38,1.0,10513878.94736842,9448615.495771071,False,33,1.0,8423143.0,9712807.493468398,False,0.0,1.2482132794572254,0.31986446539086005,1.0,0.0,1.0,1.0,5330.0,0.9048927890060006,0.3686709766175481,0.6567605394148378,3349.0,749.0,0.1612972842826581,0.4082730581376064,2354.5,0.1612972842826581,0.9546622996332721,False,2354.5
P18754 (gene RCC1):  Regulator of chromosome condensation,RCC1,38,1.0,7388253.684210527,8229480.135915865,False,33,1.0,7723640.03030303,9551147.900650192,False,0.0,0.9565766471796199,-0.06404752351860857,-1.0,0.0,1.0,1.0,5330.0,-0.1566821388629971,0.8759529131409602,0.9687021682079326,5393.0,636.0,0.9219379452036464,0.9862438194522062,5570.5,0.8759529131409602,1.0,False,5330.0
O43491 (gene EPB41L2):  Band 4.1-like protein 2,EPB41L2,38,1.0,4052781.052631579,2955235.4859316065,False,29,0.8787878787878788,2345696.9696969697,3507662.0151324356,False,1.0,1.7277513272114653,0.788895587399865,1.0,2.209309688332476,0.027153107778349717,0.2708953862970475,586.5,2.193828830088795,0.03161877263137788,0.33745545173309555,559.0,961.0,0.00012050233527541493,0.007411514765496139,97.0,0.00012050233527541493,0.01875435475442936,True,97.0
P04035 (gene HMGCR):  3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,16,0.42105263157894735,774800.6815789473,2069368.9795345021,False,8,0.24242424242424243,40570.63636363636,100916.92749073764,False,1.0,19.097572801552282,4.255317386044806,1.0,1.5869888469300975,0.11251517065220815,0.4724704015958358,1293.0,2.0072365082287305,0.04864333062498558,0.3771430765532451,769.0,748.0,0.09921386262901509,0.3233505396315708,1829.0,0.04864333062498558,0.5555956168002502,False,769.0
Q7L014 (gene DDX46):  Probable ATP-dependent RNA helicase DDX46,DDX46,38,1.0,3110067.8947368423,2355795.8369252873,False,32,0.9696969696969697,2498819.696969697,2797580.0013198475,False,1.0,1.2446147669266245,0.3156992685204946,1.0,1.080724464405876,0.27981969731159884,0.640140972833773,2460.5,0.9851428507961411,0.32799582792938764,0.630005444227985,3106.0,766.0,0.11033091100017063,0.33947097216452704,1937.5,0.11033091100017063,0.8046873044340074,False,1937.5
P20340 (gene RAB6A):  Ras-related protein Rab-6A,RAB6A,32,0.8421052631578947,10457060.789473685,10619626.087323906,False,32,0.9696969696969697,15002630.909090908,18861143.528335415,False,-1.0,0.6970151337347429,-0.5207381143646299,-1.0,-1.7987109634674427,0.07206441376133131,0.40907354186498907,1040.5,-1.2535257777724984,0.21424522913171112,0.5529219501076458,2311.0,545.0,0.34720717824311165,0.6108256508992288,3384.5,0.07206441376133131,0.6517477905509401,False,1040.5
P10253 (gene GAA):  Lysosomal alpha-glucosidase,GAA,38,1.0,3642125.0,3026559.705800031,False,32,0.9696969696969697,3279473.9393939395,2666777.2724644565,False,1.0,1.1105820833788878,0.1513160267500721,1.0,1.080724464405876,0.27981969731159884,0.640140972833773,2460.5,0.5244269926783348,0.6016623446435516,0.8130277572238798,4415.0,665.0,0.6655077340518218,0.8558782369806358,4635.0,0.27981969731159884,1.0,False,2460.5
Q5TZA2 (gene CROCC):  Rootletin,CROCC,38,1.0,1671426.0526315789,1411535.561487894,False,33,1.0,1408089.878787879,1004721.5941467131,False,0.0,1.1870165944727902,0.24734010397413644,1.0,0.0,1.0,1.0,5330.0,0.8804242753785113,0.38168582020541597,0.6680888830477164,3408.0,683.0,0.5222793040273352,0.7511857106622667,4144.5,0.38168582020541597,1.0,False,3408.0
P08571 (gene CD14):  Monocyte differentiation antigen CD14,CD14,38,1.0,5669973.578947368,5210647.1118347505,False,32,0.9696969696969697,7825754.181818182,9930275.604477089,False,1.0,0.7245274317611291,-0.4648877813418236,-1.0,1.080724464405876,0.27981969731159884,0.640140972833773,2460.5,-1.1495529510537525,0.25429703224371875,0.5886994889531166,2573.0,624.0,0.9770070045290271,1.0,5782.0,0.25429703224371875,1.0,False,2460.5
P40222 (gene TXLNA):  Alpha-taxilin,TXLNA,38,1.0,4699830.52631579,4809342.198687198,False,30,0.9090909090909091,3469585.1515151514,4513353.036904388,False,1.0,1.354579963043144,0.4378455606722421,1.0,1.89919769156814,0.05753848815436487,0.36112859130599695,914.0,1.0904570120633752,0.27930534774736676,0.5996718893418234,2747.0,740.0,0.19462839462795478,0.44957115329067576,2579.5,0.05753848815436487,0.5861443261296635,False,914.0
Q03426 (gene MVK):  Mevalonate kinase,MVK,20,0.5263157894736842,1937974.6842105263,4684158.127059788,False,21,0.6363636363636364,726775.0,1117281.5732094275,False,-1.0,2.666540104169598,1.4149690259963468,1.0,-0.9362825661959105,0.34912772187919616,0.7082271297964247,2933.5,1.4294351885219554,0.15739130279386876,0.5067374666106373,1852.0,548.0,0.34662559312480457,0.6108256508992288,3382.0,0.15739130279386876,0.938996512468221,False,1852.0
Q6NXG1 (gene ESRP1):  Epithelial splicing regulatory protein 1,ESRP1,37,0.9736842105263158,2492052.4210526315,2967246.5204852144,False,32,0.9696969696969697,2013369.1515151516,2455061.756761276,False,1.0,1.2377523610988135,0.30772270134394386,1.0,0.10127700908027155,0.919330566436703,1.0,4489.5,0.7234948292357168,0.4718215847702161,0.7287683826564567,3862.0,656.5,0.7381294529249247,0.8990772389036547,4898.0,0.4718215847702161,1.0,False,3862.0
P38117 (gene ETFB):  Electron transfer flavoprotein subunit beta,ETFB,36,0.9473684210526315,9178155.263157895,8434800.334818944,False,32,0.9696969696969697,9572898.484848484,13345472.039179958,False,-1.0,0.9587645035287559,-0.06075159801025545,-1.0,-0.46646960845533414,0.6408793966106174,1.0,3783.5,-0.1487621675645368,0.8821752251156632,0.9703276904572357,5424.0,692.0,0.45710761892008844,0.7021611965555244,3869.5,0.45710761892008844,1.0,False,3783.5
P09601 (gene HMOX1):  Heme oxygenase 1,HMOX1,25,0.6578947368421053,2090253.105263158,4372057.771097289,False,29,0.8787878787878788,5846853.636363637,10091623.031126486,False,-1.0,0.35750050116917276,-1.483982830524242,-1.0,-2.175398549277791,0.029600263130234207,0.27330181200427783,635.5,-2.0513075488459322,0.04403544533913256,0.3689823973220012,712.0,400.0,0.008556813724794938,0.08300804988963674,615.0,0.008556813724794938,0.21241310963436869,False,615.0
P19827 (gene ITIH1):  Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1,38,1.0,8819942.368421054,9242756.99282799,False,33,1.0,8927888.666666666,10190880.814059677,False,0.0,0.9879090900125546,-0.017549807553625226,-1.0,0.0,1.0,1.0,5330.0,-0.04612921602144857,0.9633405091943383,1.0,5729.0,667.0,0.6488368244185957,0.842612210379047,4586.0,0.6488368244185957,1.0,False,4586.0
P18031 (gene PTPN1):  Tyrosine-protein phosphatase non-receptor type 1,PTPN1,37,0.9736842105263158,2071696.8421052631,2382096.3406266486,False,33,1.0,4068749.3636363638,4990148.940907316,False,-1.0,0.5091728826110872,-0.9737725082566254,-1.0,-0.9385238769840499,0.3479752523115307,0.7082271297964247,2886.5,-2.1645365298747454,0.033885820195659506,0.34232334200936615,588.0,488.0,0.11033091100017063,0.33947097216452704,1937.5,0.033885820195659506,0.4605075245724479,False,588.0
Q75N90 (gene FBN3):  Fibrillin-3,FBN3,26,0.6842105263157895,1251537.2894736843,1986797.0638229959,False,24,0.7272727272727273,4273168.545454546,7595324.454306984,False,-1.0,0.29288273471091525,-1.77160494530648,-1.0,-0.3965331649720631,0.6917117466094649,1.0,3899.5,-2.3276269410911943,0.02287144956567298,0.3063144052464383,443.0,521.0,0.21784512536156742,0.4792271452459849,2712.0,0.02287144956567298,0.37180127550083103,False,443.0
Q12846 (gene STX4):  Syntaxin-4,STX4,35,0.9210526315789473,3264602.6315789474,4179036.880361868,False,29,0.8787878787878788,3311086.1515151514,3545465.3452236457,False,1.0,0.9859612472131181,-0.020397151683942023,-1.0,0.5958230066485898,0.5512934725241525,0.9156505726834894,3581.0,-0.04941285204657538,0.9607330430332274,1.0,5723.0,619.0,0.9310650370606917,0.9910663083248132,5590.0,0.5512934725241525,1.0,False,3581.0
Q86XP3 (gene DDX42):  ATP-dependent RNA helicase DDX42,DDX42,37,0.9736842105263158,3232276.5789473685,2992058.63406458,False,33,1.0,1755335.878787879,2073490.399848113,False,-1.0,1.8414006219581904,0.8808035389282131,1.0,-0.9385238769840499,0.3479752523115307,0.7082271297964247,2886.5,2.348290484243034,0.021731778909857745,0.30233438152111003,427.0,874.0,0.004486052577318705,0.05731004213336915,466.0,0.004486052577318705,0.15035836896788426,False,427.0
Q12805 (gene EFEMP1):  EGF-containing fibulin-like extracellular matrix protein 1,EFEMP1,38,1.0,13531289.47368421,15712145.734628513,False,31,0.9393939393939394,10329931.818181818,15307206.778815378,False,1.0,1.3099108214699287,0.38946859664633077,1.0,1.5394105380201253,0.1237041029998729,0.4724704015958358,1456.0,0.8543003873442307,0.3958949464431766,0.6775116707846902,3486.0,804.0,0.04186995015527322,0.20526406521465237,1215.0,0.04186995015527322,0.50980891299231,False,1215.0
Q8TCT9 (gene HM13):  Minor histocompatibility antigen H13,HM13,36,0.9473684210526315,2801636.3157894737,4109365.8075543675,False,31,0.9393939393939394,4350266.03030303,3931765.1227063825,False,1.0,0.644014939838903,-0.6348339385637823,-1.0,0.14534932160081887,0.8844350751476786,1.0,4369.5,-1.5929252371866314,0.11574806260560246,0.46545546305555185,1479.0,440.0,0.03153470173245785,0.1736356775962104,1080.0,0.03153470173245785,0.43942663310729674,False,1080.0
Q14185 (gene DOCK1):  Dedicator of cytokinesis protein 1,DOCK1,34,0.8947368421052632,946300.1736842105,1345387.582673433,False,25,0.7575757575757576,1770828.5242424242,2986404.3833787474,False,1.0,0.5343827257856667,-0.9040547222291189,-1.0,1.5381271006612527,0.12401754088150836,0.4724704015958358,1539.5,-1.510562003064193,0.13546634037856195,0.4827910314805858,1674.0,664.0,0.6731669526246085,0.8616641233745745,4648.5,0.12401754088150836,0.8148553401972235,False,1539.5
P11233 (gene RALA):  Ras-related protein Ral-A,RALA,38,1.0,9848523.684210526,8218838.861562734,False,33,1.0,16147249.696969697,14668446.021513782,False,0.0,0.6099195757193349,-0.7133090741139377,-1.0,0.0,1.0,1.0,5330.0,-2.2363773683432613,0.028562746618191453,0.3240123736012827,523.0,518.0,0.21098909126383536,0.47021326801645197,2673.5,0.028562746618191453,0.4162997060035754,False,523.0
P01019 (gene AGT):  Angiotensinogen,AGT,38,1.0,6492349.2105263155,6883314.925006923,False,33,1.0,9790778.93939394,13537881.273743926,False,0.0,0.663108548432566,-0.5926830413412785,-1.0,0.0,1.0,1.0,5330.0,-1.2997454537974682,0.19801374838801664,0.5386594175494359,2191.0,577.0,0.5682271328927073,0.7852775248640009,4313.5,0.19801374838801664,1.0,False,2191.0
Q14315 (gene FLNC):  Filamin-C,FLNC,38,1.0,1857866.3157894737,3426620.5155827724,False,32,0.9696969696969697,846908.5212121212,916400.5240396117,False,1.0,2.1937036518752286,1.1333686447716713,1.0,1.080724464405876,0.27981969731159884,0.640140972833773,2460.5,1.6211917630880983,0.10953779206296334,0.45703091524077116,1427.0,832.0,0.018393824293868734,0.12864895162628473,851.0,0.018393824293868734,0.3275747932454354,False,851.0
O95359 (gene TACC2):  Transforming acidic coiled-coil-containing protein 2,TACC2,37,0.9736842105263158,795941.052631579,954479.0933328075,False,32,0.9696969696969697,890011.5757575758,737419.7003201395,False,1.0,0.8943041577332087,-0.16116251154970632,-1.0,0.10127700908027155,0.919330566436703,1.0,4489.5,-0.4529527202476398,0.6520039109704643,0.8445191777789384,4606.0,552.5,0.3935918422471094,0.6475489512984302,3626.0,0.3935918422471094,1.0,False,3626.0
P54652 (gene HSPA2):  Heat shock-related 70 kDa protein 2,HSPA2,38,1.0,9846626.315789474,8281962.492851056,False,33,1.0,11228513.333333334,11022140.707657106,False,0.0,0.8769305448974779,-0.1894655127646909,-1.0,0.0,1.0,1.0,5330.0,-0.5931081257856813,0.5550479132907515,0.7853069632481199,4216.0,619.0,0.9310973278847767,0.9910663083248132,5601.5,0.5550479132907515,1.0,False,4216.0
P46109 (gene CRKL):  Crk-like protein,CRKL,38,1.0,10145552.631578946,8692820.502325524,False,33,1.0,9512781.636363637,8243136.514492214,False,0.0,1.0665179775382847,0.0929082843720955,1.0,0.0,1.0,1.0,5330.0,0.30890060501638494,0.7583279208712288,0.9055613242429447,4996.0,672.0,0.6079362388602355,0.8119980567712894,4464.5,0.6079362388602355,1.0,False,4464.5
Q08209 (gene PPP3CA):  Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,PPP3CA,38,1.0,6857342.631578947,5406486.333721689,False,33,1.0,7575455.909090909,8944641.100079052,False,0.0,0.9052052726422581,-0.143683106843887,-1.0,0.0,1.0,1.0,5330.0,-0.4093226626699005,0.6835707487391458,0.8625754447156732,4726.0,681.0,0.5373806831232251,0.7618852555877282,4204.0,0.5373806831232251,1.0,False,4204.0
P14209 (gene CD99):  CD99 antigen,CD99,38,1.0,34671213.421052635,26258484.87845167,False,29,0.8787878787878788,28976135.151515152,33443649.290813554,False,1.0,1.1965437502191694,0.25887314829329233,1.0,2.209309688332476,0.027153107778349717,0.2708953862970475,586.5,0.7913909327092367,0.43142797208724515,0.7038280780619373,3657.0,767.0,0.10775395479260205,0.3347265368247059,1908.0,0.027153107778349717,0.4080489697874923,False,586.5
Q92544 (gene TM9SF4):  Transmembrane 9 superfamily member 4,TM9SF4,36,0.9473684210526315,10422545.0,16500466.304019015,False,33,1.0,5754128.939393939,7151717.931514417,False,-1.0,1.8113158585382614,0.8570381464056427,1.0,-1.336856519859585,0.18126947586001663,0.5903171268590984,1794.5,1.4856270835111463,0.14193262978064475,0.4902690366860087,1727.0,653.0,0.7687723365797721,0.9176684665854844,4986.0,0.14193262978064475,0.88605169438925,False,1727.0
Q9UNS2 (gene COPS3):  COP9 signalosome complex subunit 3,COPS3,38,1.0,2657304.736842105,2741769.326090014,False,31,0.9393939393939394,2452704.303030303,2782287.4315918055,False,1.0,1.0834183042602958,0.11559037033777342,1.0,1.5394105380201253,0.1237041029998729,0.4724704015958358,1456.0,0.3070478990412962,0.7597316809071847,0.9068745914950507,4998.0,717.0,0.30215829478384537,0.5665306624263029,3173.0,0.1237041029998729,0.8148553401972235,False,1456.0
P01714 (gene IGLV3-19):  Immunoglobulin lambda variable 3-19,IGLV3-19,35,0.9210526315789473,15855526.315789474,20219867.45545454,False,32,0.9696969696969697,12965400.303030303,16434201.895031884,False,-1.0,1.2229106657109894,0.2903190180573868,1.0,-0.8866308617650078,0.3752776726019016,0.7166794477410201,3091.0,0.6452564774348933,0.5209008674283955,0.7633168314624958,4069.0,695.5,0.4330349524599465,0.6831570592301092,3780.0,0.3752776726019016,1.0,False,3091.0
P00492 (gene HPRT1):  Hypoxanthine-guanine phosphoribosyltransferase,HPRT1,38,1.0,10806040.52631579,8449174.834629508,False,33,1.0,15463241.818181818,14345491.728719102,False,0.0,0.6988211562215403,-0.5170048095950798,-1.0,0.0,1.0,1.0,5330.0,-1.667697739315913,0.09990840714063472,0.4483773383065027,1327.0,535.0,0.291487273998952,0.561581134028824,3059.0,0.09990840714063472,0.7697478315238985,False,1327.0
Q99797 (gene MIPEP):  Mitochondrial intermediate peptidase,MIPEP,33,0.868421052631579,1208833.6842105263,1841458.2756105512,False,23,0.696969696969697,871005.2727272727,1383669.8884291702,False,1.0,1.3878603517795762,0.47286240946458596,1.0,1.7651402696786518,0.07754019419309426,0.43518795724929477,1060.5,0.8510365035354718,0.39769288820964144,0.679060037509651,3494.0,724.0,0.2636662878411147,0.5361394251056885,2934.0,0.07754019419309426,0.6823079624719768,False,1060.5
"P22033 (gene MMUT):  Methylmalonyl-CoA mutase, mitochondrial",MMUT,38,1.0,1714042.894736842,2291550.8320440156,False,30,0.9090909090909091,1424341.0909090908,3177435.0257713767,False,1.0,1.203393559081866,0.26710854017065033,1.0,1.89919769156814,0.05753848815436487,0.36112859130599695,914.0,0.4381745103709362,0.6626285378444878,0.8505079816174916,4647.0,842.0,0.013399833796046635,0.10820292467249533,738.0,0.013399833796046635,0.27357882774360137,False,738.0
O43813 (gene LANCL1):  Glutathione S-transferase LANCL1,LANCL1,38,1.0,8244036.052631579,8383519.179882678,False,33,1.0,5712600.848484849,6894066.003761364,False,0.0,1.4431318188136142,0.5292030847653288,1.0,0.0,1.0,1.0,5330.0,1.3572789536818364,0.17911571165604676,0.5295824478420679,2017.0,832.0,0.018393824293868734,0.12864895162628473,851.0,0.018393824293868734,0.3275747932454354,False,851.0
P62873 (gene GNB1):  Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GNB1,38,1.0,26867439.47368421,16505845.596405815,False,33,1.0,25253251.515151516,22257088.681652144,False,0.0,1.063920004818514,0.08938967998360246,1.0,0.0,1.0,1.0,5330.0,0.3448578582970768,0.7312502198759461,0.8915842391808665,4893.0,736.0,0.21098526454939603,0.47021326801645197,2668.0,0.21098526454939603,1.0,False,2668.0
Q13885 (gene TUBB2A):  Tubulin beta-2A chain,TUBB2A,37,0.9736842105263158,4999908.421052632,5462203.138140144,False,32,0.9696969696969697,6947225.454545454,6755627.125516377,False,1.0,0.7196985982052094,-0.4745352465450883,-1.0,0.10127700908027155,0.919330566436703,1.0,4489.5,-1.3231015602703506,0.19016952564756817,0.5362798519039859,2109.0,489.5,0.11423793432288372,0.3438665570990536,1981.0,0.11423793432288372,0.8148553401972235,False,1981.0
A0A0B4J1V0 (gene IGHV3-15):  Immunoglobulin heavy variable 3-15,IGHV3-15,37,0.9736842105263158,14252478.684210526,16672337.680912968,False,28,0.8484848484848485,8660981.818181818,15009989.459577883,False,1.0,1.6455961902943785,0.7186103590084394,1.0,1.8916803605126642,0.058533581594518776,0.36112859130599695,957.5,1.4550051490276292,0.15020230655422137,0.4988425734229385,1794.0,792.5,0.057070147866785825,0.24690391745702991,1379.0,0.057070147866785825,0.5861443261296635,False,957.5
Q9H8H3 (gene METTL7A):  Methyltransferase-like protein 7A,METTL7A,36,0.9473684210526315,6785693.684210527,8636321.287420943,False,21,0.6363636363636364,3696913.3333333335,8146870.850588815,False,1.0,1.835502505029067,0.876175083378101,1.0,3.2850619766640867,0.0010195994113676734,0.049055887808222086,123.0,1.5211900295122929,0.13278187110139705,0.4819306686462165,1643.0,907.0,0.001218138016095773,0.02717750480485267,266.0,0.0010195994113676734,0.06314460299189832,False,123.0
P35658 (gene NUP214):  Nuclear pore complex protein Nup214,NUP214,37,0.9736842105263158,1015157.0263157894,976270.5277587464,False,30,0.9090909090909091,730022.8484848485,726889.9000476899,False,1.0,1.3905825391922213,0.4756893795995321,1.0,1.1773295049666497,0.23906401482667672,0.640140972833773,2101.0,1.3589135525444462,0.1785995364833815,0.5295824478420679,2011.0,734.5,0.21732929304133208,0.4782687430042742,2711.0,0.1785995364833815,1.0,False,2011.0
"Q02338 (gene BDH1):  D-beta-hydroxybutyrate dehydrogenase, mitochondrial",BDH1,31,0.8157894736842105,2818379.6842105263,5818050.6220647795,False,28,0.8484848484848485,1396824.9696969697,2343624.934984271,False,-1.0,2.0177042545423096,1.0127147265883185,1.0,-0.3666465763204153,0.7138826611698605,1.0,3931.0,1.2954245683138639,0.19949107784515177,0.5404921754878181,2202.0,619.5,0.9355260802314364,0.994607844356312,5611.0,0.19949107784515177,1.0,False,2202.0
P51608 (gene MECP2):  Methyl-CpG-binding protein 2,MECP2,38,1.0,13273218.421052631,8167979.694026492,False,31,0.9393939393939394,6928892.454545454,7677102.976305388,False,1.0,1.9156334880538217,0.9378215613103166,1.0,1.5394105380201253,0.1237041029998729,0.4724704015958358,1456.0,3.308895951636352,0.0014908900598482322,0.13275597159782915,67.0,950.0,0.00020080912028668215,0.009740058631141022,123.0,0.00020080912028668215,0.025093767734593653,True,67.0
