Protein Details,Gene Name,BCC count,BCC proportion,BCC mean,BCC std,BCC UNIQUE,Keratosis count,Keratosis proportion,Keratosis mean,Keratosis std,Keratosis UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
"P31937 (gene HIBADH):  3-hydroxyisobutyrate dehydrogenase, mitochondrial",HIBADH,8,0.4,1050675.55,1622094.4591611328,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.9947298986131063,0.04607234662784929,0.16967137035910423,1563.5,1.6490340660501965,0.1116518978653993,0.6324960057013681,776.0,98.0,0.05952349383160164,0.17034108897372,2026.5,0.04607234662784929,0.38087891914330096,False,776.0
O95810 (gene CAVIN2):  Caveolae-associated protein 2,CAVIN2,16,0.8,896309.65,2078712.5124546506,False,3,0.42857142857142855,3066165.8571428573,7387951.4077669615,False,1.0,0.29232262433282563,-1.7743666039245456,-1.0,1.8522491915693131,0.06399004796127915,0.1967858897613358,1912.5,-1.141382525090444,0.2645262766252937,0.6324960057013681,2489.0,97.0,0.1374464534859175,0.27036120721957924,3032.0,0.06399004796127915,0.46274500137817137,False,1912.5
P17612 (gene PRKACA):  cAMP-dependent protein kinase catalytic subunit alpha,PRKACA,17,0.85,1858123.3,3242978.658888477,False,4,0.5714285714285714,118435.28571428571,137380.33908690375,False,1.0,15.688933317278972,3.9716753624142083,1.0,1.5257985530501057,0.1270600411770108,0.26785872991591747,2796.5,1.3652999536437542,0.18431944453172838,0.6324960057013681,1640.0,115.5,0.012308201779163572,0.12702216069468614,562.5,0.012308201779163572,0.22437084171819727,False,562.5
P08572 (gene COL4A2):  Collagen alpha-2(IV) chain,COL4A2,13,0.65,130791.48000000001,203371.49826422977,False,4,0.5714285714285714,29926.242857142857,38742.63377631038,False,1.0,4.370461090621403,2.1277854943851735,1.0,0.3704981883397345,0.711011326166231,0.8490579607501472,4986.0,1.2547227473873253,0.2211832103707387,0.6324960057013681,2038.0,87.5,0.33444337970795035,0.4789460401674584,4165.0,0.2211832103707387,0.9994287046744461,False,2038.0
Q9H3P7 (gene ACBD3):  Golgi resident protein GCP60,ACBD3,14,0.7,1427944.55,1934587.0323538685,False,3,0.42857142857142855,1031725.7142857143,2374512.536915176,False,1.0,1.384035049458094,0.46888047840751845,1.0,1.2799028324463546,0.2005793113632972,0.35946415487937255,3304.0,0.42191484324460676,0.6766933208492243,0.8048549346464259,5016.0,93.0,0.20143497595711202,0.34863970599365546,3445.5,0.2005793113632972,0.9221599061855364,False,3304.0
O75608 (gene LYPLA1):  Acyl-protein thioesterase 1,LYPLA1,19,0.95,8742284.8,9752751.806923406,False,5,0.7142857142857143,4972117.571428572,11619403.195267104,False,1.0,1.7582618822680893,0.8141499670179334,1.0,1.707912259372326,0.08765262409264572,0.21889307464911026,2305.5,0.8044308866119311,0.4287320629731356,0.6614469841473305,3867.0,105.0,0.05613399680651144,0.17034108897372,1944.5,0.05613399680651144,0.42898645381850636,False,1944.5
A0MZ66 (gene SHTN1):  Shootin-1,SHTN1,16,0.8,1850814.4,2983566.836263961,False,2,0.2857142857142857,2198891.714285714,5375701.677443519,False,1.0,0.8417032944254716,-0.2486163308335007,-1.0,2.4842360136324753,0.012982972930050112,0.09155604787314313,728.5,-0.20321367697551532,0.8406129734505421,0.9579936961997965,5235.0,106.0,0.04537635218702896,0.1533797830865806,1760.5,0.012982972930050112,0.22437084171819727,False,728.5
Q6NUK1 (gene SLC25A24):  Calcium-binding mitochondrial carrier protein SCaMC-1,SLC25A24,11,0.55,407110.15,708031.5600394714,False,2,0.2857142857142857,31930.14285714286,63610.1661471286,False,1.0,12.750025949106531,3.6724282781761395,1.0,1.2044364615673608,0.22842092641357703,0.3933053421925212,3418.0,1.3471366157978364,0.19002093051605573,0.6324960057013681,1709.0,93.5,0.1702683178859209,0.3053263554275335,3326.5,0.1702683178859209,0.8434714512931669,False,1709.0
P01877 (gene IGHA2):  Immunoglobulin heavy constant alpha 2,IGHA2,16,0.8,12708747.05,19524084.48329843,False,2,0.2857142857142857,1349518.5714285714,3260973.7562462124,False,1.0,9.41724502282127,3.2353050669259273,1.0,2.4842360136324753,0.012982972930050112,0.09155604787314313,728.5,1.4740268305670807,0.1529561407827973,0.6324960057013681,1274.0,113.0,0.016586780287684996,0.12702216069468614,720.0,0.012982972930050112,0.22437084171819727,False,720.0
Q969X5 (gene ERGIC1):  Endoplasmic reticulum-Golgi intermediate compartment protein 1,ERGIC1,13,0.65,2295170.55,6041873.097417086,False,1,0.14285714285714285,1521.7142857142858,3727.4235343037735,False,1.0,1508.279556838344,10.558688138921944,1.0,2.3112159127373677,0.020820931850063604,0.10754777438742809,1109.0,0.966479042522933,0.34306171618973447,0.6426079117073645,3185.0,112.0,0.01487495617340731,0.12702216069468614,649.0,0.01487495617340731,0.23038637507676318,False,649.0
Q9H307 (gene PNN):  Pinin,PNN,8,0.4,188850.9,380637.1723193756,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.9947298986131063,0.04607234662784929,0.16967137035910423,1563.5,1.2631211371728235,0.21819945547016706,0.6324960057013681,2010.0,98.0,0.05952349383160164,0.17034108897372,2026.5,0.04607234662784929,0.38087891914330096,False,1563.5
O75477 (gene ERLIN1):  Erlin-1,ERLIN1,3,0.15,23140.0,60940.07146369292,False,1,0.14285714285714285,15568.57142857143,38135.05602407296,False,1.0,1.486327766467202,0.5717522954958995,1.0,0.045785077175052,0.9634815530265537,1.0,5266.0,0.2966335785484594,0.7691967392385837,0.8926332904682728,5141.0,71.0,0.9643070445216702,1.0,5385.0,0.7691967392385837,1.0,False,5141.0
Q14165 (gene MLEC):  Malectin,MLEC,13,0.65,3457786.3,7909960.052765634,False,1,0.14285714285714285,33490.0,82033.41148580864,False,1.0,103.24832188404753,6.689974523194389,1.0,2.3112159127373677,0.020820931850063604,0.10754777438742809,1109.0,1.1021127189400626,0.2809101618622551,0.6334312970174262,2642.0,109.0,0.023861277050996197,0.13185678880275506,1039.5,0.020820931850063604,0.260050968773509,False,1039.5
Q9NRN5 (gene OLFML3):  Olfactomedin-like protein 3,OLFML3,16,0.8,532021.75,951874.8249735296,False,1,0.14285714285714285,17525.714285714286,42929.05737780575,False,1.0,30.356637184443294,4.923940077141555,1.0,3.0987121206595964,0.0019436377812315083,0.04212569159732082,244.5,1.375576680837237,0.1811535723039725,0.6324960057013681,1605.0,118.0,0.006999050730283659,0.12693334809660636,259.5,0.0019436377812315083,0.12066726719594008,False,244.5
P61081 (gene UBE2M):  NEDD8-conjugating enzyme Ubc12,UBE2M,17,0.85,7524556.7,10178495.94447249,False,2,0.2857142857142857,1359247.142857143,3130822.3358213017,False,1.0,5.535826754932746,2.4687987941830354,1.0,2.8139939641149176,0.004893014708990216,0.06550865912685404,381.5,1.5171698425406726,0.14176849835810024,0.6324960057013681,1132.0,111.5,0.021555186333447107,0.1312559947468695,963.5,0.004893014708990216,0.17707189073076912,False,381.5
P62330 (gene ARF6):  ADP-ribosylation factor 6,ARF6,12,0.6,1934486.0,3127014.1943352288,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.749545416973504,0.005967799197956415,0.07163760566399995,472.0,1.5749721574820277,0.12783433623195384,0.6324960057013681,979.0,112.0,0.011677127708716876,0.12693334809660636,513.0,0.005967799197956415,0.18640780112569622,False,472.0
Q5R3I4 (gene TTC38):  Tetratricopeptide repeat protein 38,TTC38,14,0.7,1142207.2,1656440.7069357662,False,4,0.5714285714285714,81122.42857142857,111295.54138400686,False,1.0,14.080041982226936,3.8155797305287877,1.0,0.6210590034081187,0.5345608020345052,0.6730559738465571,4520.0,1.6295530208568778,0.11573318577906351,0.6324960057013681,827.0,100.0,0.09632714862082617,0.22188716937137024,2588.0,0.09632714862082617,0.5752828043504418,False,827.0
Q99598 (gene TSNAX):  Translin-associated protein X,TSNAX,18,0.9,4570274.525,7092366.095482917,False,2,0.2857142857142857,644762.8571428572,1512236.9848455281,False,1.0,7.088303047178006,2.825440284947502,1.0,3.1919222025197884,0.0014132939330027806,0.04212569159732082,136.0,1.398022687189138,0.17438781112848933,0.6324960057013681,1523.0,114.0,0.015198222848274488,0.12702216069468614,666.5,0.0014132939330027806,0.12066726719594008,False,136.0
Q9Y6M9 (gene NDUFB9):  NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,NDUFB9,6,0.3,335036.5,809011.6390959712,False,1,0.14285714285714285,612114.2857142857,1499367.6642681947,False,1.0,0.5473430498497407,-0.8694827624380627,-1.0,0.8165382378538992,0.4141923629966906,0.5656500049982875,4273.5,-0.5875654230193493,0.5620940493050952,0.7007360564528408,4507.0,78.0,0.5902972210085276,0.7199779622658726,4776.0,0.4141923629966906,1.0,False,4273.5
A0A075B6K4 (gene IGLV3-10):  Immunoglobulin lambda variable 3-10,IGLV3-10,17,0.85,75829680.0,95834205.91337146,False,4,0.5714285714285714,74586407.14285715,141393009.55851862,False,1.0,1.016668893230915,0.023849901544218555,1.0,1.5257985530501057,0.1270600411770108,0.26785872991591747,2796.5,0.02488259630823482,0.9803461625021778,1.0,5412.0,89.5,0.29055753549361485,0.4500903310565437,3838.5,0.1270600411770108,0.6950246384431966,False,2796.5
Q13363 (gene CTBP1):  C-terminal-binding protein 1,CTBP1,17,0.85,10270013.9,13339453.10641643,False,2,0.2857142857142857,228904.2857142857,488473.23552523303,False,1.0,44.86597473659355,5.487549849705009,1.0,2.8139939641149176,0.004893014708990216,0.06550865912685404,381.5,1.9159269087178903,0.06687757423456964,0.6324960057013681,246.0,119.5,0.006022957753483651,0.12693334809660636,233.5,0.004893014708990216,0.17707189073076912,False,233.5
O95425 (gene SVIL):  Supervillin,SVIL,12,0.6,78133.54,150331.0311681803,False,2,0.2857142857142857,13828.285714285714,30728.596438191325,False,1.0,5.650269426645675,2.4983196624336808,1.0,1.4323028191611857,0.15205717663695623,0.2923535661669613,3081.5,1.0811413352928103,0.28995353740223084,0.6334312970174262,2727.0,94.0,0.16786788413855824,0.3019293930571717,3315.5,0.15205717663695623,0.7625439471695832,False,2727.0
"Q9HAV7 (gene GRPEL1):  GrpE protein homolog 1, mitochondrial",GRPEL1,10,0.5,646340.0,981669.1538089602,False,2,0.2857142857142857,177252.85714285713,368118.0632318265,False,1.0,3.646429233439296,1.8664843958547357,1.0,0.9819805060619659,0.3261094520204889,0.49392459780508674,3919.0,1.1876622186627486,0.24612838095232642,0.6324960057013681,2303.0,89.0,0.26094707269097805,0.41283750614541903,3770.0,0.24612838095232642,1.0,False,2303.0
Q8IY81 (gene FTSJ3):  pre-rRNA 2-O-ribose RNA methyltransferase FTSJ3,FTSJ3,7,0.35,86017.0,160167.77513251535,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.818653347947321,0.06896433333905408,0.1985720138517358,2006.5,1.3672448337615244,0.18371698900284705,0.6324960057013681,1634.0,94.5,0.08490712066122437,0.20221791691212157,2439.5,0.06896433333905408,0.46807874027394386,False,1634.0
Q8IW45 (gene NAXD):  ATP-dependent (S)-NAD(P)H-hydrate dehydratase,NAXD,14,0.7,1787076.5,2120223.1527251676,False,2,0.2857142857142857,143314.2857142857,292847.99410796934,False,1.0,12.469632675351587,3.6403470624403576,1.0,1.9199482541728299,0.054864435909397914,0.1821487059741057,1759.0,1.9672042899439244,0.06035071650891625,0.6324960057013681,194.0,108.0,0.0316980998689851,0.13803712687471903,1367.5,0.0316980998689851,0.3079981495413113,False,194.0
Q969Q0 (gene RPL36AL):  60S ribosomal protein L36a-like,RPL36AL,10,0.5,1842361.8,3360100.766145498,False,3,0.42857142857142855,1206668.7142857143,2772461.933215661,False,1.0,1.5268165803810174,0.6105267586189436,1.0,0.32552336799117865,0.744784999742796,0.8746104279417362,5065.5,0.43283485135113753,0.6688460046379803,0.7979074712397901,5001.0,81.0,0.5312837799085668,0.6689824885889636,4737.5,0.5312837799085668,1.0,False,4737.5
Q00169 (gene PITPNA):  Phosphatidylinositol transfer protein alpha isoform,PITPNA,15,0.75,2589708.3,3630905.574826163,False,2,0.2857142857142857,1320447.142857143,3184720.0593580515,False,1.0,1.9612358692332865,0.9717630525672397,1.0,2.189307476552975,0.028574499311294903,0.12419634145932897,1272.5,0.7899451639886901,0.4369888701816367,0.6637157839876895,3928.0,103.5,0.06098165507244733,0.17267041013869044,2105.0,0.028574499311294903,0.2949318884765883,False,1272.5
Q4V328 (gene GRIPAP1):  GRIP1-associated protein 1,GRIPAP1,20,1.0,3613886.1149999998,3751391.498821901,False,7,1.0,838299.0,873183.1549862344,False,0.0,4.3109750995714995,2.108014229454828,1.0,0.0,1.0,1.0,5632.5,1.8660381981283634,0.0738108920841435,0.6324960057013681,319.0,109.0,0.03076247424073511,0.13625012718650753,1339.5,0.03076247424073511,0.3013611187524231,False,319.0
O75569 (gene PRKRA):  Interferon-inducible double-stranded RNA-dependent protein kinase activator A,PRKRA,14,0.7,1642159.55,2259818.2669461383,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,3.1901290063135495,0.0014220929725245863,0.04212569159732082,166.5,1.850030880590124,0.07616389622446881,0.6324960057013681,336.0,119.0,0.004424423737454509,0.12693334809660636,158.5,0.0014220929725245863,0.12066726719594008,False,158.5
P51148 (gene RAB5C):  Ras-related protein Rab-5C,RAB5C,18,0.9,15028076.7,19589930.53477135,False,4,0.5714285714285714,2346852.8571428573,5262727.967282786,False,1.0,6.403501887327233,2.6788610885174893,1.0,1.9261023155248347,0.05409159956825559,0.1821487059741057,1668.0,1.6276031504686117,0.11614845016136102,0.6324960057013681,833.0,112.0,0.02126944717128775,0.1312559947468695,954.0,0.02126944717128775,0.2647291832209375,False,833.0
Q9BYG8 (gene GSDMC):  Gasdermin-C,GSDMC,6,0.3,112370.25,212068.1506761152,False,1,0.14285714285714285,22037.14285714286,53979.755388819,False,1.0,5.0991297158324,2.35025103888975,1.0,0.8165382378538992,0.4141923629966906,0.5656500049982875,4273.5,1.0723571971561867,0.293802636848783,0.6334312970174262,2761.0,82.0,0.4090566288007632,0.5555520429032144,4277.0,0.293802636848783,1.0,False,2761.0
"P50416 (gene CPT1A):  Carnitine O-palmitoyltransferase 1, liver isoform",CPT1A,5,0.25,45676.4,120499.5621794536,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.4655126313775915,0.14278110869236738,0.2850843689620695,2909.5,0.9650360580718609,0.3437697633068395,0.6429248927550484,3190.0,87.5,0.16522391977882012,0.29825292145247834,3226.5,0.14278110869236738,0.7345490897890173,False,2909.5
Q13740 (gene ALCAM):  CD166 antigen,ALCAM,15,0.75,917868.6,1553580.7867884568,False,4,0.5714285714285714,64725.28571428572,85515.13921057536,False,1.0,14.18098954460441,3.8258863017442875,1.0,0.8905044190237082,0.37319509665571704,0.5402456986105315,3956.5,1.3973176428820906,0.1745972423458515,0.6324960057013681,1526.0,93.5,0.19733306973056508,0.34343322462443154,3427.0,0.1745972423458515,0.8615774589208851,False,1526.0
Q8TDN6 (gene BRIX1):  Ribosome biogenesis protein BRX1 homolog,BRIX1,14,0.7,599297.85,903071.8416091976,False,2,0.2857142857142857,351715.71428571426,810375.238866136,False,1.0,1.7039268524449829,0.7688634037093061,1.0,1.9199482541728299,0.054864435909397914,0.1821487059741057,1759.0,0.6164785794269795,0.5431521605820984,0.7007360564528408,4439.0,98.0,0.1151769359506017,0.2425606629313634,2752.0,0.054864435909397914,0.42404078983613985,False,1759.0
Q96CT7 (gene CCDC124):  Coiled-coil domain-containing protein 124,CCDC124,17,0.85,1529735.9,2137275.913757274,False,2,0.2857142857142857,97904.28571428571,181371.34313392531,False,1.0,15.624810383159392,3.965766776762214,1.0,2.8139939641149176,0.004893014708990216,0.06550865912685404,381.5,1.7034205026110978,0.10089118984619072,0.6324960057013681,639.0,120.5,0.005069555971940764,0.12693334809660636,190.0,0.004893014708990216,0.17707189073076912,False,190.0
P28065 (gene PSMB9):  Proteasome subunit beta type-9,PSMB9,17,0.85,12663249.0,15839254.372507216,False,4,0.5714285714285714,2114531.5714285714,4257605.192744319,False,1.0,5.988678140870112,2.5822375973274307,1.0,1.5257985530501057,0.1270600411770108,0.26785872991591747,2796.5,1.6744760767216127,0.10650381432445898,0.6324960057013681,703.0,106.5,0.045226030867482094,0.1533797830865806,1754.0,0.045226030867482094,0.38087891914330096,False,703.0
O14896 (gene IRF6):  Interferon regulatory factor 6,IRF6,10,0.5,522872.35,667094.4235931128,False,1,0.14285714285714285,364047.14285714284,891729.7423180939,False,1.0,1.4362764830261174,0.5223334944924174,1.0,1.6551278053214054,0.09789857573826456,0.22197910211124447,2499.5,0.4754323618708213,0.6386066707406621,0.7703047710551537,4946.0,90.0,0.2255132528499465,0.36625006706455576,3514.5,0.09789857573826456,0.5752828043504418,False,2499.5
Q9UBV2 (gene SEL1L):  Protein sel-1 homolog 1,SEL1L,3,0.15,26104.55,80345.8737232193,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.086853255964208,0.2771016672693848,0.4356228055149275,3680.0,0.8271604779457429,0.4159719074907834,0.6611125815316236,3748.0,80.5,0.3107424343575377,0.4500903310565437,4001.0,0.2771016672693848,1.0,False,3680.0
Q10713 (gene PMPCA):  Mitochondrial-processing peptidase subunit alpha,PMPCA,8,0.4,86060.85,168749.11050381127,False,2,0.2857142857142857,20552.62857142857,47244.22537380217,False,1.0,4.187340305242073,2.066034170701706,1.0,0.5389064557668863,0.5899514024660321,0.7101795938483348,4939.0,0.9750223700274628,0.33888992206430435,0.6396139669022577,3158.0,82.0,0.46279034012951215,0.5968454754026523,4625.0,0.33888992206430435,1.0,False,3158.0
Q13057 (gene COASY):  Bifunctional coenzyme A synthase,COASY,13,0.65,1263759.8,2112010.7005839865,False,1,0.14285714285714285,717371.4285714285,1757193.9560514297,False,1.0,1.761653377407135,0.8169300877716814,1.0,2.3112159127373677,0.020820931850063604,0.10754777438742809,1109.0,0.5909258085372332,0.5598752646482814,0.7007360564528408,4496.0,102.0,0.06452084824284167,0.17787956590424833,2156.5,0.020820931850063604,0.260050968773509,False,1109.0
P21817 (gene RYR1):  Ryanodine receptor 1,RYR1,13,0.65,300577.825,395716.3719229189,False,3,0.42857142857142855,811.6914285714286,1184.2190018914646,False,1.0,370.310457951619,8.532591483064692,1.0,1.0261792392992715,0.30480710527755084,0.4665159543575855,3884.0,1.9285682350567337,0.0652136641749142,0.6324960057013681,237.0,105.0,0.04811612988902189,0.15780318692488784,1811.0,0.04811612988902189,0.3932340149560337,False,237.0
"Q9HB07 (gene C12orf10):  UPF0160 protein MYG1, mitochondrial",C12orf10,17,0.85,6367153.5,8300564.69883633,False,3,0.42857142857142855,90653.28571428571,168087.3681382175,False,1.0,70.2363234797389,6.134145423867019,1.0,2.189807092426366,0.02853823015519956,0.12419634145932897,1194.5,1.9249341960766935,0.06568824582383435,0.6324960057013681,240.0,120.0,0.005736669537879387,0.12693334809660636,221.0,0.005736669537879387,0.18640780112569622,False,221.0
Q96A72 (gene MAGOHB):  Protein mago nashi homolog 2,MAGOHB,15,0.75,7898001.0,8857677.237761546,False,2,0.2857142857142857,170267.14285714287,340368.7139691009,False,1.0,46.385937224424886,5.535615586195742,1.0,2.189307476552975,0.028574499311294903,0.12419634145932897,1272.5,2.22053311233782,0.03567571304234455,0.6324960057013681,37.0,112.5,0.017096863241826545,0.12702216069468614,727.0,0.017096863241826545,0.25026939545396687,False,37.0
Q2TAY7 (gene SMU1):  WD40 repeat-containing protein SMU1,SMU1,9,0.45,289156.77,570701.142857595,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.173706511928416,0.029727183306054603,0.12419634145932897,1370.0,1.2899169953948881,0.20888460792124128,0.6324960057013681,1910.0,101.5,0.04096445534670084,0.14486896301032437,1629.0,0.029727183306054603,0.2949318884765883,False,1370.0
O75718 (gene CRTAP):  Cartilage-associated protein,CRTAP,9,0.45,254878.25,538605.3201157481,False,1,0.14285714285714285,72785.71428571429,178287.86056400416,False,1.0,3.5017620215416834,1.8080810420788125,1.0,1.4483110998735067,0.1475300647473594,0.28772944304764503,3024.0,0.8446692267653957,0.4063066069189588,0.6608477386411024,3653.0,89.0,0.2375229868045824,0.3802911556331594,3723.5,0.1475300647473594,0.7466192708677725,False,3024.0
P19784 (gene CSNK2A2):  Casein kinase II subunit alpha,CSNK2A2,8,0.4,2108618.5,7221102.3701227745,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.9947298986131063,0.04607234662784929,0.16967137035910423,1563.5,0.7434155704547266,0.46415985565223106,0.6749237556812729,4099.0,98.0,0.05952349383160164,0.17034108897372,2026.5,0.04607234662784929,0.38087891914330096,False,1563.5
O15264 (gene MAPK13):  Mitogen-activated protein kinase 13,MAPK13,7,0.35,160151.25,300843.73668814765,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.818653347947321,0.06896433333905408,0.1985720138517358,2006.5,1.3552721087514044,0.18745036733568474,0.6324960057013681,1677.0,94.5,0.08490712066122437,0.20221791691212157,2439.5,0.06896433333905408,0.46807874027394386,False,1677.0
Q9NX58 (gene LYAR):  Cell growth-regulating nucleolar protein,LYAR,7,0.35,1214663.5,3226826.587650466,False,2,0.2857142857142857,33305.71428571428,57255.01696224478,False,1.0,36.47012310090379,5.188643164228613,1.0,0.31052950170405935,0.7561583284149304,0.8746104279417362,5099.0,0.9320067059722659,0.3602471345740633,0.6481406528555071,3316.0,77.5,0.6444230962898926,0.7537008807029012,5100.5,0.3602471345740633,1.0,False,3316.0
Q15397 (gene PUM3):  Pumilio homolog 3,PUM3,6,0.3,86290.1,225374.03599525391,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.6431676725154984,0.10034824646229071,0.22197910211124447,2620.0,0.9747522188295713,0.3390213087657865,0.6396139669022577,3161.0,91.0,0.11920681590927883,0.2425606629313634,2855.0,0.10034824646229071,0.5752828043504418,False,2620.0
O00233 (gene PSMD9):  26S proteasome non-ATPase regulatory subunit 9,PSMD9,20,1.0,18639835.5,21706858.87325927,False,7,1.0,6515141.714285715,12127849.26930577,False,0.0,2.8610023108362594,1.5165206629287176,1.0,0.0,1.0,1.0,5632.5,1.350191048866893,0.18905261277554086,0.6324960057013681,1696.0,111.0,0.02242491807709199,0.13185678880275506,994.5,0.02242491807709199,0.27403269539620984,False,994.5
Q27J81 (gene INF2):  Inverted formin-2,INF2,5,0.25,41380.8,95286.3013253217,False,1,0.14285714285714285,80238.57142857143,196543.5576898611,False,1.0,0.5157220431861946,-0.9553343838164706,-1.0,0.5868455973269637,0.5573074099610702,0.6781350209724141,4873.5,-0.6580564194078887,0.516516321037756,0.7007360564528408,4351.0,75.0,0.7323324707547529,0.8389132390314002,5200.5,0.516516321037756,1.0,False,4351.0
Q04323 (gene UBXN1):  UBX domain-containing protein 1,UBXN1,18,0.9,5149475.3,5940721.334520936,False,1,0.14285714285714285,904700.0,2216053.3702959414,False,1.0,5.691914778373282,2.5089140614183907,1.0,3.7757387366605224,0.00015953414129781478,0.0237162882283461,15.0,1.7763418245745621,0.08784991628345003,0.6324960057013681,442.0,120.0,0.005527733483691996,0.12693334809660636,211.5,0.00015953414129781478,0.07114886468503831,False,15.0
Q8WUM0 (gene NUP133):  Nuclear pore complex protein Nup133,NUP133,14,0.7,630289.75,1093830.5068543241,False,2,0.2857142857142857,32143.14285714286,70463.10638995735,False,1.0,19.60884014303312,4.2934322979655395,1.0,1.9199482541728299,0.054864435909397914,0.1821487059741057,1759.0,1.3911680486892248,0.17643241451959132,0.6324960057013681,1550.0,107.0,0.03653596594566178,0.14486896301032437,1478.0,0.03653596594566178,0.3386641251994887,False,1478.0
Q96JB5 (gene CDK5RAP3):  CDK5 regulatory subunit-associated protein 3,CDK5RAP3,12,0.6,351790.32,778569.6599409366,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.749545416973504,0.005967799197956415,0.07163760566399995,472.0,1.1503329282308064,0.26089174077063293,0.6324960057013681,2458.0,112.0,0.011677127708716876,0.12693334809660636,513.0,0.005967799197956415,0.18640780112569622,False,472.0
P50453 (gene SERPINB9):  Serpin B9,SERPINB9,17,0.85,6388337.6,9147992.168561313,False,3,0.42857142857142855,433350.0,721969.1685937842,False,1.0,14.741750548021825,3.881835946117835,1.0,2.189807092426366,0.02853823015519956,0.12419634145932897,1194.5,1.6554625357494197,0.11033183596692298,0.6324960057013681,756.0,109.0,0.03166739411400729,0.13803712687471903,1360.0,0.02853823015519956,0.2949318884765883,False,756.0
"O00116 (gene AGPS):  Alkyldihydroxyacetonephosphate synthase, peroxisomal",AGPS,6,0.3,23172.355,55179.27818870482,False,3,0.42857142857142855,20866.14285714286,30786.557857186268,False,-1.0,1.110524123099117,0.15124073182903777,1.0,-0.6210590034081187,0.5345608020345052,0.6730559738465571,4520.0,0.10104244724785576,0.9203227726003183,1.0,5327.0,60.0,0.5310832578110724,0.6689824885889636,4736.0,0.5310832578110724,1.0,False,4520.0
Q8N6H7 (gene ARFGAP2):  ADP-ribosylation factor GTPase-activating protein 2,ARFGAP2,12,0.6,490899.65,791815.2427638203,False,1,0.14285714285714285,61961.42857142857,151773.8837339068,False,1.0,7.922665137169533,2.9859858259350713,1.0,2.0833495551435424,0.037219372794021356,0.14744407575639537,1467.5,1.3703562644770564,0.18275639579860764,0.6324960057013681,1623.0,101.0,0.06898485220925749,0.18589143102097117,2211.5,0.037219372794021356,0.3386641251994887,False,1467.5
O43583 (gene DENR):  Density-regulated protein,DENR,14,0.7,2712673.35,3794745.669319622,False,3,0.42857142857142855,300085.0,624395.5542476946,False,1.0,9.03968325638056,3.1762722225901587,1.0,1.2799028324463546,0.2005793113632972,0.35946415487937255,3304.0,1.6109783665985182,0.11973969209231904,0.6324960057013681,873.0,101.0,0.08332932554248947,0.20221791691212157,2361.5,0.08332932554248947,0.548279996970788,False,873.0
P09234 (gene SNRPC):  U1 small nuclear ribonucleoprotein C,SNRPC,10,0.5,2552780.55,3727124.4476947305,False,1,0.14285714285714285,348114.28571428574,852702.3721734355,False,1.0,7.333168027720234,2.8744365967875654,1.0,1.6551278053214054,0.09789857573826456,0.22197910211124447,2499.5,1.4923272198420703,0.14812634380647133,0.6324960057013681,1220.0,97.0,0.0995428721577828,0.22737026156073684,2599.5,0.09789857573826456,0.5752828043504418,False,1220.0
Q6FI81 (gene CIAPIN1):  Anamorsin,CIAPIN1,16,0.8,32785951.8,131945039.43539466,False,1,0.14285714285714285,1132414.2857142857,2773837.177438282,False,1.0,28.952259092431763,4.855604018379625,1.0,3.0987121206595964,0.0019436377812315083,0.04212569159732082,244.5,0.6107067795106845,0.5469063639186248,0.7007360564528408,4460.0,111.0,0.021479224355182083,0.1312559947468695,960.0,0.0019436377812315083,0.12066726719594008,False,244.5
"Q53H12 (gene AGK):  Acylglycerol kinase, mitochondrial",AGK,8,0.4,82261.85,113722.66610411266,False,1,0.14285714285714285,11560.142857142857,28316.45135367965,False,1.0,7.115989050434227,2.8310642906927073,1.0,1.2421180068162376,0.21419302571912835,0.3760669780577751,3364.0,1.565879718814664,0.12994836873226392,0.6324960057013681,999.0,92.0,0.15632617989632067,0.29825292145247834,3114.5,0.12994836873226392,0.7088740943523498,False,999.0
