Protein Details,Gene Name,SCC count,SCC proportion,SCC mean,SCC std,SCC UNIQUE,Keratosis count,Keratosis proportion,Keratosis mean,Keratosis std,Keratosis UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
P06312 (gene IGKV4-1):  Immunoglobulin kappa variable 4-1,IGKV4-1,17,0.8095238095238095,189439444.76190478,306428687.92206585,False,4,0.5714285714285714,65168568.571428575,149693104.89462933,False,1.0,2.906914313366652,1.5394885460173418,1.0,1.2598815766974245,0.2077120857275565,0.4602776821117403,2353.5,0.9951209080851698,0.328849180850149,0.7309836941303514,2338.0,106.0,0.08709084597598955,0.30677201705705925,1640.0,0.08709084597598955,0.7705150574781321,False,1640.0
P46459 (gene NSF):  Vesicle-fusing ATPase,NSF,16,0.7619047619047619,914685.9523809524,1516863.637542924,False,3,0.42857142857142855,450791.0,857776.8013801726,False,1.0,2.0290687976887813,1.0208177820003157,1.0,1.6353788361177457,0.10196965621490088,0.3590378846483615,1564.5,0.7412002500143609,0.46521445111848536,0.7309836941303514,3581.0,97.0,0.214669077087549,0.4528697715361801,2825.0,0.10196965621490088,0.8321710365494179,False,1564.5
Q16401 (gene PSMD5):  26S proteasome non-ATPase regulatory subunit 5,PSMD5,17,0.8095238095238095,3215809.4000000004,5239392.890361687,False,5,0.7142857142857143,2288506.4857142856,5544514.655093867,False,1.0,1.4052000376983338,0.4907755203771622,1.0,0.5318160234783104,0.5948534237883254,0.7562104253827294,4631.5,0.3850494821966885,0.7033327423209672,0.8461550999570256,4959.0,97.0,0.22013461642510623,0.4549582405087829,2846.5,0.22013461642510623,1.0,False,2846.5
O95292 (gene VAPB):  Vesicle-associated membrane protein-associated protein B/C,VAPB,14,0.6666666666666666,2216980.904761905,3029652.399455814,False,2,0.2857142857142857,63382.857142857145,115383.64946241434,False,1.0,34.977610739921765,5.128359839510222,1.0,1.7638342073763937,0.07775989643932943,0.3034110805474426,1373.5,1.8118555134383674,0.08157522901078708,0.7309836941303514,125.0,111.5,0.03823310211010421,0.28462281343527285,769.5,0.03823310211010421,0.6593484787616862,False,125.0
O14744 (gene PRMT5):  Protein arginine N-methyltransferase 5,PRMT5,16,0.7619047619047619,995252.9047619047,1619781.9662644754,False,4,0.5714285714285714,495116.5714285714,1174259.2888837089,False,1.0,2.0101385455313445,1.00729494024136,1.0,0.9660917830792958,0.33399825582199805,0.5994685903231168,3246.0,0.7261655631630907,0.4742242124584962,0.7309836941303514,3644.0,102.5,0.12607206468549825,0.33934532384723143,2126.0,0.12607206468549825,0.8869645494265126,False,2126.0
P02750 (gene LRG1):  Leucine-rich alpha-2-glycoprotein,LRG1,19,0.9047619047619048,46412955.666666664,71997939.03909568,False,4,0.5714285714285714,8219373.428571428,16297942.007421207,False,1.0,5.646775398392848,2.4974272489800953,1.0,1.9941944725133751,0.04613080599042931,0.28035917531158444,872.0,1.3410634093967984,0.19149869222956495,0.7309836941303514,1006.0,114.0,0.03333174790641253,0.28462281343527285,657.0,0.03333174790641253,0.6378971429490139,False,657.0
P17301 (gene ITGA2):  Integrin alpha-2,ITGA2,12,0.5714285714285714,2825784.238095238,3973359.567552842,False,3,0.42857142857142855,196916.2142857143,326472.2269202627,False,1.0,14.350185678365898,3.842997499072272,1.0,0.6563301233138935,0.5116117396553803,0.726743919219422,4098.5,1.6849207539069138,0.10397190307753491,0.7309836941303514,277.0,96.0,0.21865802521320954,0.4549582405087829,2840.5,0.10397190307753491,0.8321710365494179,False,277.0
Q15020 (gene SART3):  Squamous cell carcinoma antigen recognized by T-cells 3,SART3,12,0.5714285714285714,158296.22857142857,298384.46488518186,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.6457513110645907,0.008150971593502691,0.16768516043736914,253.0,1.352542865669047,0.18784865115939375,0.7309836941303514,962.0,115.5,0.014663288207316846,0.28462281343527285,232.5,0.008150971593502691,0.46166484044465556,False,232.5
Q9HC35 (gene EML4):  Echinoderm microtubule-associated protein-like 4,EML4,19,0.9047619047619048,887097.0142857144,1807952.3234494696,False,1,0.14285714285714285,167681.42857142858,410733.9393409444,False,1.0,5.29037128224692,2.403368975318489,1.0,3.864367132317183,0.00011137759605429972,0.11376820079665007,2.0,1.0058785485900288,0.3237441935372757,0.7309836941303514,2292.0,123.0,0.008534920414227074,0.28462281343527285,108.5,0.00011137759605429972,0.34130460238995014,False,2.0
Q9H3N1 (gene TMX1):  Thioredoxin-related transmembrane protein 1,TMX1,18,0.8571428571428571,2499513.8571428573,3016818.7601599125,False,1,0.14285714285714285,4490614.285714285,10999713.631652752,False,1.0,0.5566084500051252,-0.845265284155403,-1.0,3.504383220252312,0.0004576662452429771,0.11376820079665007,19.5,-0.7220110921110234,0.47673163221719206,0.7309836941303514,3656.0,117.0,0.02035115932953104,0.28462281343527285,345.0,0.0004576662452429771,0.34130460238995014,False,19.5
Q9H1E3 (gene NUCKS1):  Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1,NUCKS1,19,0.9047619047619048,5315923.428571428,10270539.190730209,False,4,0.5714285714285714,1212688.5714285714,1620356.475121875,False,1.0,4.383584997675686,2.1321112220814196,1.0,1.9941944725133751,0.04613080599042931,0.28035917531158444,872.0,1.0143681485140632,0.3197542678522413,0.7309836941303514,2250.0,101.0,0.1508761991667447,0.37303249242801445,2412.0,0.04613080599042931,0.6643166262602261,False,872.0
Q96QR8 (gene PURB):  Transcriptional activator protein Pur-beta,PURB,16,0.7619047619047619,6595195.238095238,11492034.34963468,False,4,0.5714285714285714,1112442.142857143,1555431.8959280758,False,1.0,5.928573706449602,2.5676850636021014,1.0,0.9660917830792958,0.33399825582199805,0.5994685903231168,3246.0,1.2126528471549025,0.2361663734976008,0.7309836941303514,1435.0,100.5,0.15490327340990429,0.37811085808601336,2438.0,0.15490327340990429,0.9827138638374109,False,1435.0
P33241 (gene LSP1):  Lymphocyte-specific protein 1,LSP1,17,0.8095238095238095,7759077.523809524,12982362.287735863,False,3,0.42857142857142855,1756891.4285714286,3277236.506986722,False,1.0,4.416367111605868,2.1428601014819817,1.0,1.9321835661585918,0.05333685282913981,0.28035917531158444,1016.5,1.1664017575306318,0.2540398982754668,0.7309836941303514,1596.0,108.0,0.06800155668716197,0.28691229439538496,1404.0,0.05333685282913981,0.6643166262602261,False,1016.5
Q9Y6E0 (gene STK24):  Serine/threonine-protein kinase 24,STK24,14,0.6666666666666666,1631133.0,3146619.49647067,False,2,0.2857142857142857,437442.14285714284,1051768.6233125108,False,1.0,3.7287971143853795,1.8987103015274926,1.0,1.7638342073763937,0.07775989643932943,0.3034110805474426,1373.5,0.9496516139981158,0.3510338161154912,0.7309836941303514,2556.0,102.5,0.11526022099274318,0.33691449213263386,2037.5,0.07775989643932943,0.7151832612904004,False,1373.5
P61927 (gene RPL37):  60S ribosomal protein L37,RPL37,10,0.47619047619047616,653023.5714285715,1078850.9630302477,False,3,0.42857142857142855,309311.4285714286,380579.41309191665,False,1.0,2.1112170812520077,1.0780749282559179,1.0,0.21877670777129785,0.8268239918600205,0.9636319467546169,5106.5,0.7959109507838794,0.4332909069381107,0.7309836941303514,3315.0,78.0,0.8176017369135454,0.9532561974645715,5117.0,0.4332909069381107,1.0,False,3315.0
P54793 (gene ARSF):  Arylsulfatase F,ARSF,5,0.23809523809523808,470194.7619047619,1102312.2690859085,False,3,0.42857142857142855,24695.714285714286,41468.152705124325,False,-1.0,19.039528739515568,4.250925864836899,1.0,-0.9660917830792958,0.33399825582199805,0.5994685903231168,3246.0,1.0301403652968468,0.3124323722326684,0.7309836941303514,2179.0,67.0,0.6897730101883941,0.8280626259827115,4963.5,0.3124323722326684,1.0,False,2179.0
Q14195 (gene DPYSL3):  Dihydropyrimidinase-related protein 3,DPYSL3,18,0.8571428571428571,9900749.952380951,17806208.43593116,False,5,0.7142857142857143,464795.5571428571,536095.5586513655,False,1.0,21.30130075515461,4.412869625606697,1.0,0.8546547739343031,0.3927422948284254,0.6057865289542973,3454.5,1.3508448081387276,0.18838512126352117,0.7309836941303514,965.0,117.0,0.022156793512219754,0.28462281343527285,407.5,0.022156793512219754,0.5446919577923337,False,407.5
P52789 (gene HK2):  Hexokinase-2,HK2,6,0.2857142857142857,70829.58571428571,173710.52134800173,False,4,0.5714285714285714,133894.2857142857,301389.94522697397,False,-1.0,0.5289963297231259,-0.9186703822051767,-1.0,-1.3662601021279466,0.1718573390627992,0.4544773425747607,2207.5,-0.6539289580294257,0.5189000823224461,0.7309836941303514,3948.0,58.5,0.3694757302062658,0.5901719428140781,3734.0,0.1718573390627992,1.0,False,2207.5
Q9HB71 (gene CACYBP):  Calcyclin-binding protein,CACYBP,16,0.7619047619047619,8381844.095238095,12460764.217290096,False,3,0.42857142857142855,1528385.142857143,3706393.7647937294,False,1.0,5.484117752913838,2.4552595484550337,1.0,1.6353788361177457,0.10196965621490088,0.3590378846483615,1564.5,1.3820078050866733,0.17872867591583083,0.7309836941303514,880.0,110.0,0.05211694845638252,0.28691229439538496,1059.5,0.05211694845638252,0.6643166262602261,False,880.0
P33527 (gene ABCC1):  Multidrug resistance-associated protein 1,ABCC1,1,0.047619047619047616,39052.380952380954,174647.55698548362,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5879447357921312,0.5565693876824571,0.726743919219422,4362.0,0.5700877125495689,0.5735119825115527,0.7309836941303514,4599.5,77.0,0.6206907170753546,0.7561855867003402,4690.0,0.5565693876824571,1.0,False,4362.0
P15927 (gene RPA2):  Replication protein A 32 kDa subunit,RPA2,14,0.6666666666666666,4662420.285714285,9549807.909725036,False,2,0.2857142857142857,110835.71428571429,196196.99457849155,False,1.0,42.066046271451356,5.394584322487329,1.0,1.7638342073763937,0.07775989643932943,0.3034110805474426,1373.5,1.2150498883172336,0.23526634574469307,0.7309836941303514,1423.0,109.5,0.04978324328375893,0.2855834898374094,1039.0,0.04978324328375893,0.6643166262602261,False,1039.0
Q9Y6C9 (gene MTCH2):  Mitochondrial carrier homolog 2,MTCH2,10,0.47619047619047616,475116.5714285714,1202967.0981204514,False,1,0.14285714285714285,5316.428571428572,13022.537253953713,False,1.0,89.3676205662885,6.481680307615847,1.0,1.563851910691666,0.11785235013990372,0.3669661382748777,1877.5,0.9956520478686164,0.3285958414482847,0.7309836941303514,2335.0,103.0,0.08083555045804333,0.30369325820698145,1583.5,0.08083555045804333,0.7292311905736186,False,1583.5
Q92882 (gene OSTF1):  Osteoclast-stimulating factor 1 OS=Homo sapiens (Human) OX=9606 GN,OSTF1,18,0.8571428571428571,8087859.571428572,11371946.727852495,False,2,0.2857142857142857,5063358.571428572,12116264.548355097,False,1.0,1.5973309923308616,0.6756632930346337,1.0,2.8982753492378874,0.0037522101008738503,0.14680136973209343,135.5,0.5775486626402493,0.5685371849957117,0.7309836941303514,4238.0,112.5,0.03877750439230662,0.28462281343527285,790.5,0.0037522101008738503,0.4240060838538656,False,135.5
"O95299 (gene NDUFA10):  NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUFA10,11,0.5238095238095238,276958.95238095237,651579.2537349964,False,2,0.2857142857142857,15550.714285714286,31939.7264355146,False,1.0,17.810047003279557,4.15461941881195,1.0,1.0938835388564894,0.2740060591816259,0.546148877872236,2903.5,1.0224329695448116,0.31599563256121443,0.7309836941303514,2204.0,99.0,0.14945993624716547,0.3704520065021143,2404.0,0.14945993624716547,0.9827138638374109,False,2204.0
Q96EP5 (gene DAZAP1):  DAZ-associated protein 1,DAZAP1,18,0.8571428571428571,7270596.523809524,13901683.876781639,False,3,0.42857142857142855,512634.28571428574,841288.2668665639,False,1.0,14.18281360885716,3.826071859967287,1.0,2.2677868380553634,0.023342202012890823,0.21490675495201642,618.0,1.2386257533424168,0.22655081956300188,0.7309836941303514,1321.0,114.0,0.032461261452688364,0.28462281343527285,587.5,0.023342202012890823,0.5446919577923337,False,587.5
Q9Y2B0 (gene CNPY2):  Protein canopy homolog 2,CNPY2,17,0.8095238095238095,5764084.571428572,13244227.23116988,False,2,0.2857142857142857,197701.42857142858,332873.41740103683,False,1.0,29.155502886600942,4.865696302085,1.0,2.5698810281850295,0.010173344627846956,0.1729178747855696,321.0,1.0714142854695423,0.293828337067268,0.7309836941303514,2001.0,118.0,0.017608037049218515,0.28462281343527285,296.0,0.010173344627846956,0.4741732347635542,False,296.0
O14936 (gene CASK):  Peripheral plasma membrane protein CASK,CASK,9,0.42857142857142855,133475.14285714287,303773.4389558686,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.1026299321513866,0.03549813132066252,0.27792893892266746,733.5,1.1202301958122,0.2728572746350549,0.7309836941303514,1786.0,105.0,0.04738091014981232,0.28462281343527285,961.5,0.03549813132066252,0.6378971429490139,False,733.5
P33993 (gene MCM7):  DNA replication licensing factor MCM7,MCM7,14,0.6666666666666666,694981.8571428572,1375350.6741501128,False,3,0.42857142857142855,188996.42857142858,373350.9705823949,False,1.0,3.6772221697116416,1.878616343649823,1.0,1.1170370790654758,0.26397847159809784,0.546148877872236,2858.0,0.9266417202851381,0.3626348966919881,0.7309836941303514,2668.0,94.0,0.27370115664878847,0.5010436025058828,3257.0,0.26397847159809784,1.0,False,2668.0
O75340 (gene PDCD6):  Programmed cell death protein 6,PDCD6,17,0.8095238095238095,14626167.095238095,19682232.762323923,False,2,0.2857142857142857,2434834.285714286,5902750.880653279,False,1.0,6.0070482747212255,2.5866562579081753,1.0,2.5698810281850295,0.010173344627846956,0.1729178747855696,321.0,1.5560337049757258,0.13178995874760344,0.7309836941303514,466.0,117.0,0.02035115932953104,0.28462281343527285,345.0,0.010173344627846956,0.4741732347635542,False,321.0
Q32MZ4 (gene LRRFIP1):  Leucine-rich repeat flightless-interacting protein 1,LRRFIP1,15,0.7142857142857143,2774225.5714285714,4672315.1626975145,False,3,0.42857142857142855,1514687.8857142855,3480600.0561398226,False,1.0,1.8315493228616473,0.8730645527471367,1.0,1.3662601021279468,0.1718573390627991,0.4544773425747607,2128.0,0.63136479832545,0.5333139698873538,0.7309836941303514,4026.0,98.0,0.19254037739328067,0.419232077200114,2739.5,0.1718573390627991,1.0,False,2128.0
Q9BXP5 (gene SRRT):  Serrate RNA effector molecule homolog,SRRT,10,0.47619047619047616,331597.5238095238,631134.4570128588,False,2,0.2857142857142857,131381.42857142858,216110.65501785165,False,1.0,2.5239299603651295,1.3356718757579014,1.0,0.8819171036881969,0.3778216371000638,0.6057865289542973,3386.0,0.7934300873700758,0.43470887660912017,0.7309836941303514,3335.0,86.5,0.4622679398548952,0.6518294798332085,4228.5,0.3778216371000638,1.0,False,3335.0
"Q9UJZ1 (gene STOML2):  Stomatin-like protein 2, mitochondrial",STOML2,10,0.47619047619047616,227229.90476190476,501322.94471736095,False,2,0.2857142857142857,49835.71428571428,79415.58174873365,False,1.0,4.559579570879794,2.188900802686005,1.0,0.8819171036881969,0.3778216371000638,0.6057865289542973,3386.0,0.8983998133057979,0.37721733533427815,0.7309836941303514,2792.0,88.5,0.3938055585021554,0.6231946848869653,3768.0,0.37721733533427815,1.0,False,2792.0
"Q02252 (gene ALDH6A1):  Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",ALDH6A1,11,0.5238095238095238,468457.3333333333,942084.8156085134,False,3,0.42857142857142855,281233.71428571426,676652.2819937483,False,1.0,1.6657225273344962,0.7361480995162244,1.0,0.43643578047198506,0.6625205835400572,0.8236294647634886,4786.5,0.46802681862230316,0.6436651057498213,0.7922644978137886,4847.0,89.0,0.39501772191887674,0.6242849613160314,3773.5,0.39501772191887674,1.0,False,3773.5
O96005 (gene CLPTM1):  Cleft lip and palate transmembrane protein 1,CLPTM1,10,0.47619047619047616,429606.61904761905,1201083.7356946582,False,2,0.2857142857142857,71968.57142857143,125290.58423504612,False,1.0,5.969364272681623,2.577577295060284,1.0,0.8819171036881969,0.3778216371000638,0.6057865289542973,3386.0,0.7577760946604056,0.45539883183133545,0.7309836941303514,3517.0,87.5,0.42723799110343474,0.6249492077820437,3866.0,0.3778216371000638,1.0,False,3386.0
Q9NYF8 (gene BCLAF1):  Bcl-2-associated transcription factor 1,BCLAF1,17,0.8095238095238095,295495.1904761905,573876.6211205382,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,3.7979260688226177,0.00014591182693360114,0.11376820079665007,5.0,1.312769754820204,0.2007306554906806,0.7309836941303514,1084.0,133.0,0.001242205056125792,0.28462281343527285,4.0,0.00014591182693360114,0.34130460238995014,False,4.0
Q9NR99 (gene MXRA5):  Matrix-remodeling-associated protein 5,MXRA5,17,0.8095238095238095,346769.1333333333,485413.8157476246,False,1,0.14285714285714285,2392.4285714285716,5860.229246055698,False,1.0,144.9444039122662,7.1793558239407,1.0,3.1879402382985425,0.0014329014813803907,0.13548906559768029,51.0,1.8087050953072605,0.08207658040976223,0.7309836941303514,128.0,131.0,0.0019690301892109968,0.28462281343527285,7.0,0.0014329014813803907,0.4004005222140402,False,7.0
O00487 (gene PSMD14):  26S proteasome non-ATPase regulatory subunit 14,PSMD14,17,0.8095238095238095,6430418.571428572,10965191.715822645,False,2,0.2857142857142857,1846842.857142857,4434778.389649942,False,1.0,3.4818439189640724,1.799851532574465,1.0,2.5698810281850295,0.010173344627846956,0.1729178747855696,321.0,1.0378069192896482,0.30891588629281025,0.7309836941303514,2135.0,115.0,0.0269727573510087,0.28462281343527285,487.0,0.010173344627846956,0.4741732347635542,False,321.0
Q7Z406 (gene MYH14):  Myosin-14,MYH14,20,0.9523809523809523,671444.6142857143,903540.3469803528,False,7,1.0,616731.1142857142,1400873.3877939552,False,-1.0,1.0887153229852518,0.12262676782167271,1.0,-0.5879447357921321,0.5565693876824565,0.726743919219422,4134.0,0.11503067124929321,0.9093045935063027,1.0,5263.0,105.0,0.10088848349717913,0.31300088015817507,1920.0,0.10088848349717913,0.8321710365494179,False,1920.0
P04275 (gene VWF):  von Willebrand factor,VWF,20,0.9523809523809523,8555113.277619047,19729057.523672476,False,7,1.0,7984537.142857143,19480762.331125915,False,-1.0,1.0714601390853649,0.09957817925985601,1.0,-0.5879447357921321,0.5565693876824565,0.726743919219422,4134.0,0.0640555352889326,0.9494159577222225,1.0,5308.0,107.0,0.0798098037228472,0.3022013092271871,1558.5,0.0798098037228472,0.724716833988911,False,1558.5
Q92599 (gene SEPTIN8):  Septin-8,SEPTIN8,13,0.6190476190476191,1574139.238095238,3090433.7432840024,False,2,0.2857142857142857,188557.14285714287,415351.5471334162,False,1.0,8.348340530804021,3.061489449573256,1.0,1.5314369543990851,0.1256614367857473,0.38191346503503226,1940.0,1.13963550743579,0.26482888627814316,0.7309836941303514,1711.0,106.0,0.07357573529207738,0.2944016343075343,1489.0,0.07357573529207738,0.7151832612904004,False,1489.0
P27338 (gene MAOB):  Amine oxidase [flavin-containing] B,MAOB,6,0.2857142857142857,32641.795238095237,102213.78211702725,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.5954480704349312,0.11061207374852304,0.3590378846483615,1719.5,0.8141815488599413,0.42293562114956174,0.7309836941303514,3198.0,94.5,0.12974299089767596,0.33934532384723143,2213.0,0.11061207374852304,0.8321710365494179,False,1719.5
Q14444 (gene CAPRIN1):  Caprin-1,CAPRIN1,14,0.6666666666666666,2085281.5714285714,5015905.4099970125,False,6,0.8571428571428571,515617.14285714284,1050025.8068268646,False,-1.0,4.044244068126875,2.015870065799547,1.0,-0.9660917830792958,0.33399825582199805,0.5994685903231168,3246.0,0.7920727877301451,0.43548585788527105,0.7309836941303514,3346.0,71.5,0.9358280232164787,1.0,5256.5,0.33399825582199805,1.0,False,3246.0
Q9BXS5 (gene AP1M1):  AP-1 complex subunit mu-1,AP1M1,8,0.38095238095238093,337712.28571428574,828208.2300622655,False,1,0.14285714285714285,767985.7142857143,1881173.1297468694,False,1.0,0.43973771833496195,-1.1852848104128193,-1.0,1.1681277400841037,0.24275524233587098,0.5112170052156042,2791.0,-0.8031556874034999,0.429166324413754,0.7309836941303514,3266.0,87.0,0.40567426466759793,0.6249492077820437,3805.0,0.24275524233587098,1.0,False,2791.0
"P15090 (gene FABP4):  Fatty acid-binding protein, adipocyte",FABP4,13,0.6190476190476191,51322154.76190476,83596240.37352401,False,2,0.2857142857142857,3081177.5714285714,5521828.644807646,False,1.0,16.656668943001836,4.058028009401738,1.0,1.5314369543990851,0.1256614367857473,0.38191346503503226,1940.0,1.470179790375922,0.15351183527726578,0.7309836941303514,655.0,103.0,0.10491019065610106,0.3208068669678621,1950.0,0.10491019065610106,0.8321710365494179,False,655.0
P14854 (gene COX6B1):  Cytochrome c oxidase subunit 6B1,COX6B1,13,0.6190476190476191,4357665.571428572,6906583.569535517,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.844097201026872,0.004453745880239509,0.14680136973209343,167.0,1.6085971854764711,0.11978138365441345,0.7309836941303514,378.0,119.0,0.00947024206315155,0.28462281343527285,133.0,0.004453745880239509,0.4240060838538656,False,133.0
P68400;Q8NEV1 (gene CSNK2A1;CSNK2A3):  Casein kinase II subunit alpha; Casein kinase II subunit alpha 3,CSNK2A1;CSNK2A3,17,0.8095238095238095,4984900.904761905,8238604.358399581,False,4,0.5714285714285714,1276258.2857142857,2920952.7054075412,False,1.0,3.9058715313006496,1.9656444980717418,1.0,1.2598815766974245,0.2077120857275565,0.4602776821117403,2353.5,1.1243586531446914,0.27113464388129854,0.7309836941303514,1766.0,105.0,0.0974224337711158,0.3123198082470575,1850.0,0.0974224337711158,0.828345234981202,False,1766.0
Q9Y2V2 (gene CARHSP1):  Calcium-regulated heat-stable protein 1,CARHSP1,19,0.9047619047619048,31408622.04761905,53022475.860314295,False,3,0.42857142857142855,14250761.42857143,34074262.51919786,False,1.0,2.2039960604943905,1.1401216451838956,1.0,2.6590801173915524,0.007835432803250966,0.16768516043736914,198.5,0.7734875546004171,0.44620995525921114,0.7309836941303514,3447.0,117.0,0.021882270020265892,0.28462281343527285,374.0,0.007835432803250966,0.46166484044465556,False,198.5
Q99805 (gene TM9SF2):  Transmembrane 9 superfamily member 2,TM9SF2,18,0.8571428571428571,1974316.5238095238,2884919.2649640357,False,2,0.2857142857142857,74410.57142857143,123369.93755930882,False,1.0,26.532742403116565,4.729701893970802,1.0,2.8982753492378874,0.0037522101008738503,0.14680136973209343,135.5,1.6785055815939187,0.10522963095551222,0.7309836941303514,284.0,126.5,0.004832240868896142,0.28462281343527285,43.0,0.0037522101008738503,0.4240060838538656,False,43.0
O96008 (gene TOMM40):  Mitochondrial import receptor subunit TOM40 homolog,TOMM40,8,0.38095238095238093,709243.2380952381,1844964.242413126,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.9321835661585915,0.053336852829139844,0.28035917531158444,1096.5,0.9800854205719493,0.3360763001542938,0.7309836941303514,2409.0,101.5,0.06732508838376162,0.28691229439538496,1360.5,0.053336852829139844,0.6643166262602261,False,1096.5
"P36957 (gene DLST):  Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",DLST,18,0.8571428571428571,2658597.0476190476,4781562.87091751,False,4,0.5714285714285714,88585.57142857143,131197.2266495394,False,1.0,30.011626100224724,4.907449584539127,1.0,1.5954480704349312,0.11061207374852304,0.3590378846483615,1719.5,1.3701476937755035,0.18235684033374583,0.7309836941303514,921.0,118.5,0.017674244596472585,0.28462281343527285,301.0,0.017674244596472585,0.5446919577923337,False,301.0
P57730 (gene CARD18):  Caspase recruitment domain-containing protein 18,CARD18,9,0.42857142857142855,3391943.3333333335,7145918.133892832,False,3,0.42857142857142855,763731.4285714285,1284650.5208747138,False,0.0,4.441277661800005,2.1509747691838346,1.0,0.0,1.0,1.0,5543.0,0.9326790572836293,0.35956666604781273,0.7309836941303514,2643.0,80.0,0.724196100195565,0.8608395962874559,5019.0,0.35956666604781273,1.0,False,2643.0
P35754 (gene GLRX):  Glutaredoxin-1,GLRX,18,0.8571428571428571,67081376.190476194,93689009.54909323,False,4,0.5714285714285714,47850598.571428575,111356879.26103461,False,1.0,1.4018921015238637,0.48737531469322,1.0,1.5954480704349312,0.11061207374852304,0.3590378846483615,1719.5,0.43149145926676413,0.6696679638551922,0.8156878465414611,4898.0,106.5,0.08316112158221783,0.30663736177967343,1613.5,0.08316112158221783,0.7430942356857387,False,1613.5
P63208 (gene SKP1):  S-phase kinase-associated protein 1,SKP1,16,0.7619047619047619,4967432.952380952,7652382.947997874,False,3,0.42857142857142855,17961012.85714286,43769429.98991965,False,1.0,0.2765675294533957,-1.8542963087763564,-1.0,1.6353788361177457,0.10196965621490088,0.3590378846483615,1564.5,-1.254652432714895,0.2207667195617054,0.7309836941303514,1262.0,101.0,0.14521995959976758,0.36341538547492175,2381.5,0.10196965621490088,0.8321710365494179,False,1262.0
O75531 (gene BANF1):  Barrier-to-autointegration factor,BANF1,16,0.7619047619047619,15085774.761904761,26177094.43368247,False,3,0.42857142857142855,1125874.2857142857,2350506.2418968217,False,1.0,13.399164501141911,3.744071139776484,1.0,1.6353788361177457,0.10196965621490088,0.3590378846483615,1564.5,1.3577966930341947,0.18619635739705526,0.7309836941303514,950.0,114.0,0.030930726825633834,0.28462281343527285,554.5,0.030930726825633834,0.6341330455042318,False,554.5
P55735 (gene SEC13):  Protein SEC13 homolog,SEC13,15,0.7142857142857143,2295816.285714286,4735561.163192988,False,3,0.42857142857142855,273054.28571428574,331637.3449528068,False,1.0,8.40791156124954,3.071747494369342,1.0,1.3662601021279468,0.1718573390627991,0.4544773425747607,2128.0,1.0881162935759343,0.2865278561466563,0.7309836941303514,1919.0,100.0,0.1580405379291342,0.3831595922636293,2456.0,0.1580405379291342,0.9966911726059351,False,1919.0
P19823 (gene ITIH2):  Inter-alpha-trypsin inhibitor heavy chain H2,ITIH2,20,0.9523809523809523,23156578.95238095,29272866.119289313,False,6,0.8571428571428571,38667171.28571428,94127060.8214246,False,1.0,0.5988692263334926,-0.739687095409165,-1.0,0.8473185457363234,0.39681759221478274,0.6057865289542973,3696.5,-0.6406355990264793,0.5273659792926082,0.7309836941303514,3991.0,103.5,0.11749837315043311,0.33934532384723143,2051.5,0.11749837315043311,0.8536306607867248,False,2051.5
P42330 (gene AKR1C3):  Aldo-keto reductase family 1 member C3,AKR1C3,9,0.42857142857142855,1382910.619047619,3038978.1900774986,False,2,0.2857142857142857,144749.14285714287,339173.6880948119,False,1.0,9.553843233482215,3.2560812041973586,1.0,0.6702222474392855,0.5027161237138645,0.726743919219422,4063.5,1.0365890857101183,0.3094726234508531,0.7309836941303514,2142.0,88.0,0.39932452296042564,0.6249492077820437,3776.5,0.3094726234508531,1.0,False,2142.0
P48637 (gene GSS):  Glutathione synthetase,GSS,19,0.9047619047619048,12801628.238095239,13911699.2637987,False,4,0.5714285714285714,3601060.714285714,7107872.311344187,False,1.0,3.554960400225005,1.8298334893194583,1.0,1.9941944725133751,0.04613080599042931,0.28035917531158444,872.0,1.6172352774189627,0.11789740229062132,0.7309836941303514,368.0,112.0,0.04321137100670174,0.28462281343527285,865.5,0.04321137100670174,0.6643166262602261,False,368.0
