Protein Details,Gene Name,BCC count,BCC proportion,BCC mean,BCC std,BCC UNIQUE,SCC count,SCC proportion,SCC mean,SCC std,SCC UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
P02649 (gene APOE):  Apolipoprotein E,APOE,51,0.85,6860883.866666666,8906697.553047864,False,47,0.746031746031746,8622790.206349207,14264740.510557257,False,1.0,0.7956686527771493,-0.32976033310980213,-1.0,1.432241204827128,0.152074803104825,0.5087744162003327,1740.0,-0.8103443752112535,0.419333166382986,0.7007829169043946,3568.0,1964.5,0.7069126206535502,0.9256893535599388,4556.0,0.152074803104825,1.0,False,1740.0
Q16762 (gene TST):  Thiosulfate sulfurtransferase,TST,23,0.38333333333333336,189343.81666666668,366493.2606548854,False,23,0.36507936507936506,310878.74603174604,911446.4564841726,False,1.0,0.6090600244724429,-0.7153436783462254,-1.0,0.2091372861368589,0.8343410681047237,1.0,4942.0,-0.9536422745574401,0.3421659745379707,0.6450511720846585,3163.0,1926.0,0.8361932318451453,1.0,4967.0,0.3421659745379707,1.0,False,3163.0
O00264 (gene PGRMC1):  Membrane-associated progesterone receptor component 1,PGRMC1,27,0.45,1340747.5333333334,3150348.3493799507,False,17,0.2698412698412698,1787560.634920635,9097220.28708384,False,1.0,0.7500431074284148,-0.4149545804974985,-1.0,2.0835977693977212,0.037196770086372406,0.2970053568719512,700.0,-0.357477814006906,0.7213568934662297,0.8995851225793324,4784.0,2308.5,0.013630111692091558,0.21742579239309687,374.0,0.013630111692091558,0.49514239993728554,False,374.0
P00915 (gene CA1):  Carbonic anhydrase 1,CA1,56,0.9333333333333333,445929179.56666666,769849648.1611806,False,55,0.873015873015873,501967100.28571427,794926810.6745176,False,1.0,0.8883633594967631,-0.17077820466166127,-1.0,1.126910409006444,0.2597803619757153,0.6409634572155162,2409.0,-0.39361149016647257,0.6945606236364085,0.8822853562665317,4696.0,1881.0,0.9656790562300039,1.0,5401.0,0.2597803619757153,1.0,False,2409.0
P25789 (gene PSMA4):  Proteasome subunit alpha type-4,PSMA4,54,0.9,12791172.55,23811361.442993898,False,54,0.8571428571428571,10234884.714285715,16064084.163523363,False,1.0,1.2497622500959882,0.32165366830258557,1.0,0.7260460434041762,0.46781054469645766,0.7774255458660368,3579.5,0.695206928784373,0.48825857265470396,0.7548459819792599,3859.0,1970.0,0.6872290709969505,0.9167276152852137,4472.0,0.46781054469645766,1.0,False,3579.5
P00387 (gene CYB5R3):  NADH-cytochrome b5 reductase 3,CYB5R3,43,0.7166666666666667,3974884.65,8966158.784174502,False,41,0.6507936507936508,2552189.73015873,5419950.766478552,False,1.0,1.557440892041843,0.6391774111617893,1.0,0.7847549365777622,0.4325972659477211,0.7469377832269778,3432.0,1.0619356703950686,0.2903798096318455,0.6381380402114618,2616.0,2080.0,0.3298175026588248,0.6704323043131714,2856.0,0.2903798096318455,1.0,False,2616.0
Q15181 (gene PPA1):  Inorganic pyrophosphatase,PPA1,45,0.75,14578507.5,23234399.684788544,False,52,0.8253968253968254,13843712.206349207,33210747.29141014,False,-1.0,1.053077908778885,0.0746121737340965,1.0,-1.023714782787232,0.3059700109622301,0.6509723852666315,2773.5,0.14038340114860376,0.8885904967571997,1.0,5292.0,1909.5,0.9230496834404763,1.0,5239.5,0.3059700109622301,1.0,False,2773.5
Q9C0C2 (gene TNKS1BP1):  182 kDa tankyrase-1-binding protein,TNKS1BP1,47,0.7833333333333333,535917.4983333333,1097905.9014749597,False,46,0.7301587301587301,789032.8428571429,2073041.9272209778,False,1.0,0.6792081003777478,-0.5580744300112537,-1.0,0.6864368845845754,0.4924376518773542,0.8042384426773334,3647.0,-0.8333267720208088,0.4063023998287848,0.689673345052467,3514.0,1998.5,0.5820019248883671,0.8614558144256456,4020.0,0.4063023998287848,1.0,False,3514.0
P25786 (gene PSMA1):  Proteasome subunit alpha type-1,PSMA1,55,0.9166666666666666,14913176.35,20076875.729902543,False,57,0.9047619047619048,14981279.952380951,23477365.255848672,False,1.0,0.9954540865267574,-0.006573319039738493,-1.0,0.23126707929708545,0.817107320381004,0.9948698517128713,4898.5,-0.0171105123481894,0.9863766342309627,1.0,5583.0,1974.0,0.6725551996541529,0.9085459282619381,4416.0,0.6725551996541529,1.0,False,4416.0
Q9NQC3 (gene RTN4):  Reticulon-4,RTN4,43,0.7166666666666667,248648.24833333335,375254.28013222606,False,42,0.6666666666666666,523418.4603174603,1650464.833905466,False,1.0,0.47504676885498043,-1.0738585396045437,-1.0,0.5998838896941238,0.5485836198166114,0.834926626188562,3894.5,-1.2486574649585094,0.21420087839595528,0.5976252025485108,2137.0,1918.5,0.8856510061260551,1.0,5135.0,0.21420087839595528,1.0,False,2137.0
Q02790 (gene FKBP4):  Peptidyl-prolyl cis-trans isomerase FKBP4,FKBP4,42,0.7,2434152.5166666666,4707886.907119858,False,45,0.7142857142857143,1263162.761904762,2891412.8239071835,False,-1.0,1.927029983843259,0.9463790195866384,1.0,-0.17405621650048386,0.8618212820593969,1.0,5035.0,1.6572420162169474,0.10006120507823815,0.514602153313294,1153.0,2070.0,0.35766094732892106,0.6896590858966849,3094.0,0.10006120507823815,0.9448011278684821,False,1153.0
P62820 (gene RAB1A):  Ras-related protein Rab-1A,RAB1A,48,0.8,15698435.166666666,25919701.35218202,False,49,0.7777777777777778,15562185.349206349,28530219.90381655,False,1.0,1.0087551853677321,0.012576089498183266,1.0,0.3017264622951848,0.762860593888309,0.9541573258061056,4761.0,0.027453485901135496,0.97814326616225,1.0,5558.0,1902.0,0.9533789316623732,1.0,5349.0,0.762860593888309,1.0,False,4761.0
P20700 (gene LMNB1):  Lamin-B1,LMNB1,54,0.9,2458988.203333333,6002346.967537559,False,53,0.8412698412698413,1674722.888888889,3970173.8160580765,False,1.0,1.468295572745951,0.5541424166906039,1.0,0.9678493218194291,0.3331196272239886,0.6509723852666315,2968.0,0.8514694194307314,0.39619063635704077,0.6840286573281325,3455.0,2006.0,0.5585145172757722,0.8450666015894641,3943.0,0.3331196272239886,1.0,False,2968.0
P35998 (gene PSMC2):  26S proteasome regulatory subunit 7,PSMC2,50,0.8333333333333334,3385116.7666666666,5147037.53581635,False,51,0.8095238095238095,2603683.3174603176,4812074.736501785,False,1.0,1.3001261497374705,0.37865161307754613,1.0,0.34441109848205953,0.7305371434752159,0.9266488793213629,4693.0,0.8630689448643468,0.3898070257303614,0.6782119321981149,3429.0,2126.0,0.2320865075190024,0.6056990830526545,2286.0,0.2320865075190024,1.0,False,2286.0
Q1KMD3 (gene HNRNPUL2):  Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2,30,0.5,997801.9333333333,2657028.4126134273,False,26,0.4126984126984127,388467.89999999997,1236759.680936741,False,1.0,2.5685569729976785,1.36095807436606,1.0,0.9718274924040714,0.33113637625507797,0.6509723852666315,2961.0,1.629521801807924,0.10580326718694798,0.5178261050055473,1218.0,2082.0,0.28995401501991913,0.6704323043131714,2552.0,0.10580326718694798,0.9666497580969856,False,1218.0
O75643 (gene SNRNP200):  U5 small nuclear ribonucleoprotein 200 kDa helicase,SNRNP200,29,0.48333333333333334,87384.40833333334,198730.12393061118,False,27,0.42857142857142855,36185.787301587305,100231.8802353703,False,1.0,2.4148820530729562,1.2719527271139872,1.0,0.6096008815989177,0.5421262274929631,0.8344885691842414,3864.5,1.801770801576534,0.07407139385285973,0.49493623496419487,891.0,2034.0,0.42779172986591285,0.749546390713667,3405.0,0.07407139385285973,0.8434664299574535,False,891.0
Q9ULV4 (gene CORO1C):  Coronin-1C,CORO1C,42,0.7,2763191.5833333335,6768997.827950204,False,44,0.6984126984126984,2816363.8793650796,6251669.349209168,False,1.0,0.9811202322177509,-0.0274981513117936,-1.0,0.019187032824471383,0.9846919020070508,1.0,5578.5,-0.044915240694865785,0.9642489096551781,1.0,5512.0,1767.0,0.5297206496002241,0.8291501454485353,3808.0,0.5297206496002241,1.0,False,3808.0
P01619 (gene IGKV3-20):  Immunoglobulin kappa variable 3-20,IGKV3-20,53,0.8833333333333333,92877509.5,121188456.81784555,False,51,0.8095238095238095,146852439.2063492,235911695.31445017,False,1.0,0.6324546599426438,-0.660966036772908,-1.0,1.1321849796850363,0.2575566735763801,0.6386463485273001,2402.0,-1.5713518843964924,0.11871225211713861,0.5293630621934599,1337.0,1830.0,0.7629468410844216,0.9594731985475673,4744.0,0.11871225211713861,1.0,False,1337.0
P05455 (gene SSB):  Lupus La protein,SSB,51,0.85,5750453.583333333,14808566.371677483,False,43,0.6825396825396826,1792634.9047619049,5339453.478709716,False,1.0,3.207821943026314,1.6815940641612281,1.0,2.186993237151884,0.02874301769747879,0.2848518996397981,600.5,1.9736362198963402,0.05070205713031269,0.48623362299777434,611.0,2457.0,0.003910046672335217,0.12342507114895189,189.0,0.003910046672335217,0.31103117929535873,False,189.0
Q13867 (gene BLMH):  Bleomycin hydrolase,BLMH,55,0.9166666666666666,4671426.183333334,6828096.284263024,False,54,0.8571428571428571,3204439.8253968256,5045477.856104426,False,1.0,1.4577980670157802,0.5437908925789574,1.0,1.0389912906652603,0.29880878679800815,0.6509723852666315,2606.5,1.3484310948704665,0.18003836421339892,0.5775546758841312,1852.0,2122.5,0.2400999080450683,0.6163666314100162,2324.0,0.18003836421339892,1.0,False,1852.0
O43242 (gene PSMD3):  26S proteasome non-ATPase regulatory subunit 3,PSMD3,47,0.7833333333333333,1302929.1666666667,2688306.847808661,False,39,0.6190476190476191,1019107.4126984127,2740483.579395413,False,1.0,1.278500333164555,0.3544525365316844,1.0,1.985857897332795,0.047049104831186815,0.31759565667752016,867.5,0.5747569635271371,0.5665227866320537,0.8081853353526831,4182.0,2282.0,0.04459878742137929,0.3247294963284386,818.0,0.04459878742137929,0.7060498792079586,False,818.0
O43175 (gene PHGDH):  D-3-phosphoglycerate dehydrogenase,PHGDH,57,0.95,28565915.75,52724404.61375744,False,47,0.746031746031746,7220688.738095238,22262822.847236797,False,1.0,3.956120639750982,1.9840864209698053,1.0,3.1287262341833806,0.001755657995933218,0.1001765300825563,101.0,2.9250677795874602,0.004113167781174189,0.3663104055522725,59.0,2673.0,7.290655726536968e-05,0.028997368043013037,15.0,7.290655726536968e-05,0.07675773893738745,False,15.0
Q5D862 (gene FLG2):  Filaggrin-2,FLG2,58,0.9666666666666667,8217018.55,15761602.76987751,False,58,0.9206349206349206,6604009.920634921,9701076.25272234,False,1.0,1.2442468513446383,0.31527273617689866,1.0,1.1014832300686437,0.2706863992392671,0.6509723852666315,2452.5,0.6814427543776532,0.496893546440457,0.7589413998193189,3905.0,2113.0,0.26020423745416743,0.6458250461538116,2403.0,0.26020423745416743,1.0,False,2403.0
P62910 (gene RPL32):  60S ribosomal protein L32,RPL32,35,0.5833333333333334,3429217.183333333,7407488.642795439,False,29,0.4603174603174603,2957522.507936508,8124723.661706342,False,1.0,1.1594898007132233,0.21349012957842275,1.0,1.3650344621766088,0.17224221877425705,0.5234074749915613,1955.0,0.33322765739257154,0.7395391549745018,0.9098970093994386,4849.0,2111.0,0.23686699176447823,0.6114878722920282,2311.0,0.17224221877425705,1.0,False,1955.0
Q08554 (gene DSC1):  Desmocollin-1,DSC1,56,0.9333333333333333,3225117.85,5021848.270091381,False,56,0.8888888888888888,3123278.2396825394,4104130.5849622726,False,1.0,1.0326066403634855,0.046290780752746175,1.0,0.8633970960424567,0.387919175530014,0.711006390541342,3245.0,0.12239761793351842,0.9027871802865512,1.0,5332.0,2056.5,0.40078097758515563,0.7283153555507276,3283.0,0.387919175530014,1.0,False,3245.0
Q6ZVX7 (gene NCCRP1):  F-box only protein 50,NCCRP1,53,0.8833333333333333,7526447.333333333,10943081.074526476,False,54,0.8571428571428571,9022560.587301588,17693649.646070417,False,1.0,0.8341808581396806,-0.26156788765159633,-1.0,0.43160848135190777,0.6660259931464817,0.9134390497913556,4345.0,-0.5561710859119992,0.5791209543686517,0.8160216376389646,4234.0,1932.5,0.8315256878000093,1.0,4955.0,0.5791209543686517,1.0,False,4234.0
"P20674 (gene COX5A):  Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,40,0.6666666666666666,2603739.75,5416633.933681829,False,36,0.5714285714285714,3242214.523809524,7319623.709982981,False,1.0,0.8030744822337869,-0.31639429622805065,-1.0,1.0865592953095766,0.27723162240936805,0.6509723852666315,2489.5,-0.5432857039861326,0.587932578239392,0.8220308792538582,4267.0,2004.0,0.5545170938287869,0.8418633075109603,3928.5,0.27723162240936805,1.0,False,2489.5
P62249 (gene RPS16):  40S ribosomal protein S16,RPS16,44,0.7333333333333333,4776301.8,9426563.39204448,False,43,0.6825396825396826,4809304.317460317,11438519.190332286,False,1.0,0.9931377772578263,-0.009934219250198663,-1.0,0.6188665475572726,0.536004277770996,0.8299610215888558,3849.5,-0.017273130152449793,0.9862471710864882,1.0,5580.0,2006.0,0.5539382224634188,0.8418633075109603,3923.0,0.536004277770996,1.0,False,3849.5
Q99536 (gene VAT1):  Synaptic vesicle membrane protein VAT-1 homolog,VAT1,53,0.8833333333333333,8441914.65,13976586.780115323,False,50,0.7936507936507936,8723749.0,18897044.139408275,False,1.0,0.9676934366175635,-0.04737801796650111,-1.0,1.3473261649391148,0.17787520881079322,0.5333289327164823,1984.5,-0.09290804879809274,0.9261302676408506,1.0,5403.0,2074.5,0.3508162839760308,0.6837703342823107,3057.0,0.17787520881079322,1.0,False,1984.5
P26447 (gene S100A4):  Protein S100-A4,S100A4,57,0.95,94658748.8,132512889.07627541,False,52,0.8253968253968254,81940456.1904762,175409288.76615214,False,1.0,1.1552138369837497,0.2081599278331179,1.0,2.174955101792611,0.02963348109880507,0.28990195905831523,606.0,0.44836814517233947,0.6546893821050126,0.8570368345208191,4557.0,2159.5,0.17317029669090767,0.5199466482425542,1986.5,0.02963348109880507,0.6391814278032732,False,606.0
"P41252 (gene IARS1):  Isoleucine--tRNA ligase, cytoplasmic",IARS1,30,0.5,360965.1233333333,862920.949651823,False,34,0.5396825396825397,313920.6285714286,846589.3216299033,False,-1.0,1.1498611129024625,0.2014596143631975,1.0,-0.4403336974763249,0.6596954380751776,0.9083182514554603,4332.0,0.30267876629527013,0.7626543971747539,0.9246598880573191,4919.0,1881.0,0.9636310229612028,1.0,5393.0,0.6596954380751776,1.0,False,4332.0
"P13804 (gene ETFA):  Electron transfer flavoprotein subunit alpha, mitochondrial",ETFA,39,0.65,1588545.35,2742926.467208541,False,42,0.6666666666666666,1524087.5396825396,2917360.8580240607,False,-1.0,1.0422927218011666,0.05976050696761782,1.0,-0.194840865741668,0.8455175290934661,1.0,4988.0,0.12507443054587852,0.9006721884739881,1.0,5326.0,1888.5,0.99588007082598,1.0,5592.5,0.8455175290934661,1.0,False,4988.0
"P11498 (gene PC):  Pyruvate carboxylase, mitochondrial",PC,18,0.3,24750.438333333335,66919.97125328654,False,20,0.31746031746031744,57625.330158730154,226768.5355776417,False,-1.0,0.4295062304151358,-1.219249035645103,-1.0,-0.20948326306778897,0.8340709996814888,1.0,4928.0,-1.0702749934891165,0.28662584502247973,0.6381380402114618,2586.0,1845.0,0.7832564735569223,0.9717860114960831,4807.0,0.28662584502247973,1.0,False,2586.0
Q14247 (gene CTTN):  Src substrate cortactin,CTTN,54,0.9,4204323.55,6879159.119000093,False,50,0.7936507936507936,4588842.206349206,9336992.06653813,False,1.0,0.9162057357696685,-0.12625650022555412,-1.0,1.631320293309624,0.10282275356325751,0.44355787979638184,1381.0,-0.2568841618291805,0.7977044917396287,0.944829262997543,5037.0,2085.0,0.32415955688733655,0.6704323043131714,2826.0,0.10282275356325751,0.9550190157110445,False,1381.0
P08708 (gene RPS17):  40S ribosomal protein S17,RPS17,45,0.75,6445791.433333334,14438767.114118177,False,33,0.5238095238095238,1459056.761904762,3314493.767632362,False,1.0,4.417779761298729,2.143321498095168,1.0,2.6032699921473093,0.00923392035701159,0.19585653975204242,276.0,2.64668549944468,0.009209554853846651,0.37748265507723167,145.0,2442.0,0.004217856703457317,0.1270895610748806,198.0,0.004217856703457317,0.3213447317353977,False,145.0
Q00796 (gene SORD):  Sorbitol dehydrogenase,SORD,45,0.75,4496352.316666666,9268077.228003014,False,46,0.7301587301587301,3059996.4603174604,5818837.02332794,False,1.0,1.4693978816559552,0.555225099889046,1.0,0.2507103330830222,0.8020380711420068,0.9867929743108302,4841.5,1.0260661709894965,0.3069072620100554,0.6381380402114618,2725.0,2013.5,0.5300668211097408,0.8291501454485353,3814.0,0.3069072620100554,1.0,False,2725.0
P17066 (gene HSPA6):  Heat shock 70 kDa protein 6,HSPA6,54,0.9,6794203.716666667,9282499.68564542,False,51,0.8095238095238095,5989330.968253968,9527334.610652642,False,1.0,1.1343844166698644,0.18190961915381246,1.0,1.41906359850383,0.1558804752772504,0.5087744162003327,1784.5,0.47036080703010497,0.6389439811370206,0.8488897515860051,4489.0,2011.0,0.5414237563963882,0.8346507925111339,3869.0,0.1558804752772504,1.0,False,1784.5
O15143 (gene ARPC1B):  Actin-related protein 2/3 complex subunit 1B,ARPC1B,49,0.8166666666666667,4790361.733333333,8393824.620632993,False,46,0.7301587301587301,3001482.111111111,4090287.419475238,False,1.0,1.595998761944447,0.6744595324266124,1.0,1.1437038686675658,0.25274646844695703,0.6351647285071917,2355.5,1.501041788564694,0.13594976927563313,0.5348603134899683,1513.0,1996.5,0.5895230433255083,0.8662794277044292,4060.0,0.13594976927563313,1.0,False,1513.0
O75368 (gene SH3BGRL):  SH3 domain-binding glutamic acid-rich-like protein,SH3BGRL,51,0.85,56973291.03333333,105479864.64465219,False,50,0.7936507936507936,42293410.634920634,86890703.55149771,False,1.0,1.3470961593787978,0.4298528379623502,1.0,0.8151062664075402,0.4150114850114067,0.7421938008327501,3327.5,0.8372315497587851,0.40411300595517197,0.6886427287999303,3501.0,2049.5,0.4197723902780698,0.743647026307868,3366.5,0.40411300595517197,1.0,False,3327.5
Q92616 (gene GCN1):  eIF-2-alpha kinase activator GCN1,GCN1,27,0.45,67231.91333333333,164497.76824786962,False,44,0.6984126984126984,70600.80317460316,117148.75474833435,False,-1.0,0.9522825564195,-0.0705383887256096,-1.0,-2.7876702600967733,0.005308854928816532,0.1552467214060729,196.0,-0.13023646982210096,0.8965956083898905,1.0,5317.0,1521.5,0.052795824440006,0.34483022935190805,912.0,0.005308854928816532,0.33129970444388757,False,196.0
P61626 (gene LYZ):  Lysozyme C,LYZ,56,0.9333333333333333,47162381.833333336,80025865.090217,False,56,0.8888888888888888,118389360.3968254,281614739.9082421,False,1.0,0.3983667254831929,-1.3278309469421972,-1.0,0.8633970960424567,0.387919175530014,0.711006390541342,3245.0,-1.872474789993491,0.06355465679049276,0.4892909840428416,770.0,1871.0,0.9253954247240636,1.0,5246.0,0.06355465679049276,0.8067384732171908,False,770.0
P30050 (gene RPL12):  60S ribosomal protein L12,RPL12,50,0.8333333333333334,7699591.366666666,12707616.15554413,False,46,0.7301587301587301,6411408.571428572,12469203.155579502,False,1.0,1.200920403197743,0.26414053262773607,1.0,1.3818272862517895,0.16702473873156864,0.5149713649987293,1931.5,0.5627570576641662,0.5746415345266065,0.8137740596715406,4210.0,2139.0,0.20620992870004118,0.5768785559243219,2132.0,0.16702473873156864,1.0,False,1931.5
P19367 (gene HK1):  Hexokinase-1,HK1,25,0.4166666666666667,215369.36666666667,567826.2620081947,False,20,0.31746031746031744,253829.2857142857,843475.5573443224,False,1.0,0.84848115953114,-0.23704546971313828,-1.0,1.1417850842751363,0.2535433637932244,0.6351647285071917,2371.0,-0.2927780276407459,0.7701933037189865,0.9303448572560181,4939.0,2039.5,0.3824162032632932,0.7127719937298617,3200.0,0.2535433637932244,1.0,False,2371.0
"P63167 (gene DYNLL1):  Dynein light chain 1, cytoplasmic",DYNLL1,44,0.7333333333333333,10540282.5,16840965.659024585,False,47,0.746031746031746,8730314.984126983,14753971.532988431,False,-1.0,1.2073198411698318,0.2718079231046347,1.0,-0.16045461317313472,0.8725229717621749,1.0,5070.0,0.6296063802101021,0.5301391786019798,0.7845646601818094,4031.0,1931.0,0.8362059791540577,1.0,4968.0,0.5301391786019798,1.0,False,4031.0
O76094 (gene SRP72):  Signal recognition particle subunit SRP72,SRP72,27,0.45,251330.48333333334,553397.3333635755,False,25,0.3968253968253968,248910.00317460316,821708.954100409,False,1.0,1.0097243185362164,0.013961452808403964,1.0,0.5967217489664024,0.5506931694731183,0.834926626188562,3908.0,0.018911806967623037,0.9849426101755493,1.0,5577.0,1993.0,0.5638859382213195,0.8490850693182473,3962.0,0.5506931694731183,1.0,False,3908.0
P62847 (gene RPS24):  40S ribosomal protein S24,RPS24,32,0.5333333333333333,2502593.716666667,5107263.185550098,False,34,0.5396825396825397,2186601.0634920634,5431874.5445353,False,-1.0,1.1445131708976717,0.1947340653221018,1.0,-0.0705843633574276,0.9437285556026673,1.0,5353.0,0.32930912680061347,0.742491385366599,0.9127763455794621,4853.0,1941.0,0.787724593153634,0.9744069920702011,4823.0,0.742491385366599,1.0,False,4823.0
P78347 (gene GTF2I):  General transcription factor II-I,GTF2I,30,0.5,497779.5833333333,1346225.0526634627,False,23,0.36507936507936506,114771.39047619047,296607.18316214636,False,1.0,4.337139955033145,2.1167439982331757,1.0,1.5103926970643757,0.13094325098301332,0.4942780068350408,1570.5,2.1847692557547127,0.030833083554584043,0.4447006838666491,411.0,2226.0,0.06016556171515372,0.36592654552098286,980.0,0.030833083554584043,0.6507214123863445,False,411.0
P53634 (gene CTSC):  Dipeptidyl peptidase 1,CTSC,44,0.7333333333333333,3862763.966666667,8061531.666254285,False,48,0.7619047619047619,8898634.73015873,18862991.495335516,False,-1.0,0.4340850123418124,-1.2039504833848425,-1.0,-0.36480068966179324,0.7152601902496021,0.9148381554539133,4629.5,-1.8930188679853595,0.060743998459739074,0.4892909840428416,738.0,1647.0,0.2161114432501825,0.5895385781575623,2187.0,0.060743998459739074,0.7912635257877803,False,738.0
P61956 (gene SUMO2):  Small ubiquitin-related modifier 2,SUMO2,52,0.8666666666666667,126993962.16666667,206424193.85702544,False,50,0.7936507936507936,148091544.44444445,395648990.5715337,False,1.0,0.8575368880314888,-0.2217293629191637,-1.0,1.0757367477626036,0.282045007718151,0.6509723852666315,2497.5,-0.36507586425125793,0.7156921151197128,0.8947639512870794,4772.0,2044.0,0.4362060327162809,0.7569532260573973,3438.0,0.282045007718151,1.0,False,2497.5
P63010 (gene AP2B1):  AP-2 complex subunit beta,AP2B1,49,0.8166666666666667,923995.5533333333,1428029.6948341788,False,49,0.7777777777777778,1020386.4285714285,1568219.2891941667,False,1.0,0.9055349301597917,-0.14315780203179307,-1.0,0.5357238094391547,0.5921494458650147,0.8514735102508263,4146.5,-0.35298209915078055,0.7247160303249425,0.9020771618857931,4793.0,1856.0,0.8648382694038677,1.0,5063.0,0.5921494458650147,1.0,False,4146.5
P11766 (gene ADH5):  Alcohol dehydrogenase class-3,ADH5,49,0.8166666666666667,17820047.05,33789963.13145007,False,49,0.7777777777777778,9394059.063492063,16567539.315296965,False,1.0,1.896948585223589,0.9236805765626853,1.0,0.5357238094391547,0.5921494458650147,0.8514735102508263,4146.5,1.7541547665956927,0.08193570817810253,0.5004925130254825,973.0,2104.0,0.27799888762414804,0.6666807302213485,2479.0,0.08193570817810253,0.8819692351178072,False,973.0
P49773 (gene HINT1):  Histidine triad nucleotide-binding protein 1,HINT1,46,0.7666666666666667,58517278.916666664,94231666.13043833,False,49,0.7777777777777778,78096555.01587301,196953913.92535165,False,-1.0,0.749293984923821,-0.41639622483197175,-1.0,-0.14689774459950328,0.8832127321596974,1.0,5109.5,-0.6920260621111698,0.4902467871298465,0.7559347976496364,3868.0,1997.0,0.5877687196491028,0.8651932349929798,4052.5,0.4902467871298465,1.0,False,3868.0
O15231 (gene ZNF185):  Zinc finger protein 185,ZNF185,44,0.7333333333333333,923491.2833333333,1743902.7536316076,False,44,0.6984126984126984,1091716.2761904763,1977348.79696197,False,1.0,0.8459077724433982,-0.24142771699332044,-1.0,0.42904735479089146,0.6678887630785003,0.9134390497913556,4355.5,-0.49539448814271275,0.6212201718047519,0.8408887823657635,4407.0,1897.0,0.973456083242931,1.0,5483.0,0.6212201718047519,1.0,False,4355.5
P04003 (gene C4BPA):  C4b-binding protein alpha chain,C4BPA,45,0.75,1694251.0,2976769.745005577,False,40,0.6349206349206349,1577037.0952380951,3063836.985235,False,1.0,1.074325394827275,0.10343102721806136,1.0,1.380685142946792,0.16737579137722636,0.514989154902802,1937.0,0.21328697783288594,0.8314620790640294,0.965702028849985,5134.0,2015.5,0.5208692211587865,0.8258215075320388,3752.0,0.16737579137722636,1.0,False,1937.0
P01871 (gene IGHM):  Immunoglobulin heavy constant mu,IGHM,53,0.8833333333333333,27685717.166666668,35705544.82861134,False,52,0.8253968253968254,50971084.253968254,111957590.49630263,False,1.0,0.5431651606373413,-0.8805371487871484,-1.0,0.908698620094558,0.3635092327759938,0.6834844256985754,3161.5,-1.5256972203753139,0.12969492607252514,0.5303597626050485,1456.0,1997.5,0.587648317255477,0.8651932349929798,4051.0,0.12969492607252514,1.0,False,1456.0
P51149 (gene RAB7A):  Ras-related protein Rab-7a,RAB7A,51,0.85,4654571.283333333,7301794.385788312,False,48,0.7619047619047619,5352283.968253968,7840994.107162109,False,1.0,0.8696420651333426,-0.2015063687683384,-1.0,1.2323318444687599,0.21782514894979033,0.5877633824669602,2208.0,-0.5059210054104557,0.6138325751496339,0.8371519133504329,4373.0,1902.5,0.9514037382078452,1.0,5344.0,0.21782514894979033,1.0,False,2208.0
P31146 (gene CORO1A):  Coronin-1A,CORO1A,55,0.9166666666666666,19121372.066666666,31908366.783665974,False,53,0.8412698412698413,22913042.65079365,34064862.525172986,False,1.0,0.8345191146407401,-0.2609830000249753,-1.0,1.2773032245073441,0.2014952156730173,0.5649062296547093,2125.0,-0.6311736156345398,0.5291175009268918,0.7840822182140678,4026.0,1807.0,0.6760850102410301,0.9108880870628117,4425.0,0.2014952156730173,1.0,False,2125.0
P60866 (gene RPS20):  40S ribosomal protein S20,RPS20,49,0.8166666666666667,10347433.166666666,18414222.687865805,False,41,0.6507936507936508,10010927.936507937,21867957.94547756,False,1.0,1.0336137900793916,0.04769722315766841,1.0,2.0753720900526034,0.03795206281948799,0.2970053568719512,743.5,0.09133814513154774,0.9273749476296873,1.0,5405.0,2143.0,0.19701304680966514,0.562651908696248,2089.0,0.03795206281948799,0.6650674963505238,False,743.5
Q5SY68 (gene S100A7L2):  Protein S100-A7-like 2,S100A7L2,7,0.11666666666666667,893842.0,3765317.2354366104,False,9,0.14285714285714285,4490149.841269841,30280895.213314217,False,-1.0,0.1990672987757168,-2.3286718490619984,-1.0,-0.43160848135190727,0.666025993146482,0.9134390497913556,4348.0,-0.9057942737148947,0.3668448990578437,0.6628629586424576,3301.0,1843.0,0.6873152234614082,0.9167276152852137,4473.0,0.3668448990578437,1.0,False,3301.0
P68366 (gene TUBA4A):  Tubulin alpha-4A chain,TUBA4A,50,0.8333333333333334,3051164.6,6021528.948541152,False,53,0.8412698412698413,4445618.80952381,8158094.45206784,False,-1.0,0.6863306843724052,-0.5430242389639607,-1.0,-0.11923240397691237,0.9050912350953983,1.0,5180.0,-1.0655479306721052,0.2887496498981936,0.6381380402114618,2601.0,1845.0,0.8214769569276659,0.9961864052343788,4918.0,0.2887496498981936,1.0,False,2601.0
