Protein Details,Gene Name,BCC count,BCC proportion,BCC mean,BCC std,BCC UNIQUE,Keratosis count,Keratosis proportion,Keratosis mean,Keratosis std,Keratosis UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
P28066 (gene PSMA5):  Proteasome subunit alpha type-5,PSMA5,55,0.9166666666666666,20652564.9,28547333.20552041,False,11,0.5238095238095238,11295783.80952381,26772714.323870767,False,1.0,1.8283427912798207,0.8705365829322174,1.0,3.9888236719256316,6.640175505755353e-05,0.0015354762429200168,252.5,1.2970738003864863,0.1983811761631361,0.41659348714863426,2841.0,951.0,0.000530220672007281,0.005982377798181616,528.0,6.640175505755353e-05,0.004045788412068616,True,252.5
P09488 (gene GSTM1):  Glutathione S-transferase Mu 1,GSTM1,43,0.7166666666666667,10487247.283333333,24703182.194994546,False,5,0.23809523809523808,27257.095238095237,62703.74644909851,False,1.0,384.7529309833179,8.587788506579,1.0,3.8414657054611028,0.0001223018254981283,0.0020438450726101777,353.0,1.9162782466992696,0.05894671168934308,0.3296549803806225,1064.0,1028.0,9.148992927303639e-06,0.0017059827702182683,31.0,9.148992927303639e-06,0.001726815113681073,True,31.0
Q92597 (gene NDRG1):  Protein NDRG1,NDRG1,50,0.8333333333333334,24040246.166666668,33291434.456276435,False,10,0.47619047619047616,16364814.57142857,40940158.64918688,False,1.0,1.4690203828301978,0.5548544135960563,1.0,3.2142857142857144,0.001307694808109272,0.00793662993405892,980.5,0.8437321655088,0.40136670596174706,0.5844651617690464,4097.0,935.0,0.0009312591762565523,0.00748443696796508,741.0,0.0009312591762565523,0.01638906267122888,True,741.0
Q9UHQ9 (gene CYB5R1):  NADH-cytochrome b5 reductase 1,CYB5R1,15,0.25,140716.53333333333,510518.4275674245,False,2,0.09523809523809523,42193.80952380953,154397.72051352717,False,1.0,3.3350042320922326,1.7376885921788565,1.0,1.4989163627784716,0.13389533091425082,0.22085140841427162,3609.5,0.859731971600533,0.39253825902725625,0.576568136263229,4061.0,726.5,0.1461341959970496,0.2382718265423334,3659.0,0.13389533091425082,0.6266889729872545,False,3609.5
Q15075 (gene EEA1):  Early endosome antigen 1,EEA1,49,0.8166666666666667,815806.8966666666,1565206.9213371165,False,12,0.5714285714285714,340459.98571428575,799547.2875760521,False,1.0,2.396190245243375,1.260742455277487,1.0,2.2430337122281596,0.024894640638668093,0.06357937759002315,2332.5,1.3156536625413884,0.19209571232983338,0.41194932414082885,2782.0,856.5,0.01412366430358358,0.041610756165520804,2025.0,0.01412366430358358,0.11361139042945567,False,2025.0
P17900 (gene GM2A):  Ganglioside GM2 activator,GM2A,42,0.7,7559156.083333333,19619161.999904033,False,9,0.42857142857142855,1036065.2380952381,2692912.509590807,False,1.0,7.29602326705143,2.867110330271047,1.0,2.216856734548402,0.026632883104565137,0.06477447232035696,2450.5,1.4997762766917153,0.13765829475499025,0.37754842078813794,2174.0,879.0,0.005982210520170339,0.022131334642619113,1612.0,0.005982210520170339,0.05880534933767027,False,1612.0
"P11166 (gene SLC2A1):  Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,46,0.7666666666666667,3324531.066666667,5359032.608169006,False,4,0.19047619047619047,13848519.047619049,33959499.71906479,False,1.0,0.24006401372123667,-2.0585089392031954,-1.0,4.675499431170491,2.932390901104731e-06,0.0003722264705529963,44.5,-2.2905529366362716,0.024656039620205964,0.3236688001045334,418.0,928.0,0.0009671855151755777,0.0076124390284135835,758.0,2.932390901104731e-06,0.0010711006601627035,True,44.5
Q5VT79 (gene ANXA8L1):  Annexin A8-like protein 1,ANXA8L1,46,0.7666666666666667,3117128.816666667,6200425.1840831265,False,10,0.47619047619047616,8065735.952380952,19659493.474229574,False,1.0,0.38646551722860756,-1.371588400899286,-1.0,2.480129193474915,0.013133478690588025,0.03975359404771596,1968.0,-1.6991835621375526,0.09321948894820113,0.3467583543700669,1598.0,859.0,0.01243644808773011,0.03767259326366808,1949.0,0.01243644808773011,0.10290686448182779,False,1598.0
"P09110 (gene ACAA1):  3-ketoacyl-CoA thiolase, peroxisomal",ACAA1,23,0.38333333333333336,259228.8,599420.9657562539,False,3,0.14285714285714285,42045.71428571428,127987.82455379733,False,1.0,6.165403642147466,2.6241953493664267,1.0,2.0315702602365797,0.04219717997178352,0.09471345963568868,2652.5,1.6268112490385795,0.10775966115810318,0.35538647787133415,1809.0,784.0,0.04594869786678872,0.10082012926563497,2719.0,0.04219717997178352,0.26416408784014744,False,1809.0
Q9UKM9 (gene RALY):  RNA-binding protein Raly,RALY,36,0.6,1794820.1333333333,4124058.899510144,False,1,0.047619047619047616,1008.5238095238095,4510.255590044575,False,1.0,1779.6507277315895,10.797378411913819,1.0,4.373602168510063,1.222130080008519e-05,0.0006946241334908331,100.5,1.9684870582804361,0.052519727160059516,0.3279946870383936,954.0,995.0,1.8140510066787573e-05,0.00200478147269556,52.0,1.222130080008519e-05,0.0018722556742303631,True,52.0
Q04760 (gene GLO1):  Lactoylglutathione lyase,GLO1,51,0.85,29054985.166666668,45880516.74967929,False,10,0.47619047619047616,3308639.5714285714,8304716.220324435,False,1.0,8.781550404450012,3.1344756736270294,1.0,3.4189931341730198,0.0006285331237506787,0.00494700345157856,749.5,2.5251783357607707,0.013565653127400112,0.3236688001045334,177.0,989.5,9.685785816371207e-05,0.0032579728432364794,176.0,9.685785816371207e-05,0.004924891890381019,True,176.0
"Q16698 (gene DECR1):  2,4-dienoyl-CoA reductase, mitochondrial",DECR1,40,0.6666666666666666,1769420.3,3499499.64817118,False,6,0.2857142857142857,142234.57142857142,369265.70162232214,False,1.0,12.440156301072996,3.636932706832269,1.0,3.033091669472169,0.002420620560605619,0.011905541850431264,1207.0,2.100231996776993,0.038898967776659,0.3236688001045334,713.0,927.5,0.0008432666420370392,0.007166565222782016,702.0,0.0008432666420370392,0.01520640445061624,True,702.0
O60763 (gene USO1):  General vesicular transport factor p115,USO1,41,0.6833333333333333,1208240.9666666666,2997671.6599614997,False,6,0.2857142857142857,325123.95238095237,736319.83425233,False,1.0,3.7162471660877117,1.8938464579720684,1.0,3.1776537667703346,0.0014847193678078228,0.008684152694452421,1012.5,1.3194019238226486,0.19084598224008312,0.410893948049201,2771.0,863.5,0.009072369649537492,0.030288616300582362,1787.0,0.0014847193678078228,0.02248181662015602,True,1012.5
"P49588 (gene AARS1):  Alanine--tRNA ligase, cytoplasmic",AARS1,46,0.7666666666666667,1935517.0666666667,4029676.2983393255,False,6,0.2857142857142857,417711.9809523809,1095976.0134646706,False,1.0,4.633616355099668,2.2121385997686365,1.0,3.956664170783739,7.600366127262128e-05,0.0016488648841907585,272.0,1.6829691542872052,0.09632937792355938,0.3467583543700669,1654.0,944.0,0.0005425721038881331,0.006004844429886742,536.5,7.600366127262128e-05,0.004291209872105285,True,272.0
P09758 (gene TACSTD2):  Tumor-associated calcium signal transducer 2,TACSTD2,12,0.2,128354.63333333333,454774.8077020453,False,5,0.23809523809523808,108332.09523809524,250141.00305187967,False,-1.0,1.1848255408523873,0.24467464572582695,1.0,-0.3689640277608543,0.7121545376511493,0.811597702316477,5234.5,0.1894732580964354,0.8502078797041203,0.9590357743079564,5289.0,602.0,0.677178508544769,0.7732147333929362,5225.0,0.677178508544769,1.0,False,5225.0
P23490 (gene LORICRIN):  Loricrin,LORICRIN,43,0.7166666666666667,4548756.833333333,5875755.228079902,False,10,0.47619047619047616,4124738.095238095,6897545.053373023,False,1.0,1.1027989482735048,0.14116979657996276,1.0,1.9942652185787917,0.04612307815167141,0.09974318397981814,2752.5,0.26824519542220476,0.7892097868380508,0.9016517786816949,5222.0,734.5,0.2523447079267528,0.36487846037106325,4126.0,0.04612307815167141,0.2790773673964215,False,2752.5
P48147 (gene PREP):  Prolyl endopeptidase,PREP,47,0.7833333333333333,6270595.3,15895310.162082339,False,7,0.3333333333333333,474998.14285714284,1200774.1707165537,False,1.0,13.201304877254435,3.7226086340848377,1.0,3.7649701194033396,0.0001665690000898158,0.0023036874026989176,414.5,1.648453050911417,0.10323134675527615,0.3523771882611162,1747.0,973.0,0.00016899714100703417,0.004234946441138909,238.0,0.0001665690000898158,0.006158934288119077,True,238.0
Q9Y277 (gene VDAC3):  Voltage-dependent anion-selective channel protein 3,VDAC3,25,0.4166666666666667,453073.61666666664,1155074.0305977517,False,1,0.047619047619047616,2265.809523809524,10133.008238609045,False,1.0,199.96103454669452,7.643575086059252,1.0,3.117756339967028,0.0018223339503854693,0.009883676679999736,1087.0,1.766267360459807,0.08121408532209382,0.34510201782878325,1404.0,874.0,0.00154509429527631,0.009882156590513055,931.5,0.00154509429527631,0.0232582823354545,True,931.5
Q9NTK5 (gene OLA1):  Obg-like ATPase 1,OLA1,47,0.7833333333333333,1477226.3166666667,3302312.0013540387,False,8,0.38095238095238093,1917764.5,4846078.138372611,False,1.0,0.7702855677357133,-0.3765347000164785,-1.0,3.3993601384156626,0.0006754371472048438,0.005119123712348144,776.5,-0.4558956474906212,0.6497157620827629,0.7642358510618619,5072.0,915.5,0.0017873602419730184,0.010674065268879908,999.0,0.0006754371472048438,0.013343238477563238,True,776.5
"O95831 (gene AIFM1):  Apoptosis-inducing factor 1, mitochondrial",AIFM1,23,0.38333333333333336,328216.6,1048861.6797716497,False,3,0.14285714285714285,68962.85714285714,204263.34449950253,False,1.0,4.759324273867268,2.250756755057814,1.0,2.0315702602365797,0.04219717997178352,0.09471345963568868,2652.5,1.1112812337402633,0.2698180071472823,0.479230196677787,3359.0,773.0,0.06390555690412136,0.12738408035081458,2993.0,0.04219717997178352,0.26416408784014744,False,2652.5
P49755 (gene TMED10):  Transmembrane emp24 domain-containing protein 10,TMED10,45,0.75,4127438.7666666666,8566184.030577017,False,8,0.38095238095238093,123904.47619047618,278525.2827623885,False,1.0,33.311458096867426,5.057946599397385,1.0,3.0605060285120067,0.0022096331227916626,0.011493174551503976,1145.5,2.114737674735375,0.03760501864169974,0.3236688001045334,682.0,994.5,6.166296938123642e-05,0.002840446988552343,126.0,6.166296938123642e-05,0.004045788412068616,True,126.0
O15371 (gene EIF3D):  Eukaryotic translation initiation factor 3 subunit D,EIF3D,29,0.48333333333333334,505945.35,1180239.2636259089,False,4,0.19047619047619047,15458.666666666666,33300.185474005615,False,1.0,32.72891258197803,5.032493764527928,1.0,2.350747670506048,0.01873573434387806,0.05125873228153605,2163.5,1.8805173799344297,0.06372299533654374,0.3354279880319316,1131.0,857.5,0.005977986958172305,0.022131334642619113,1610.0,0.005977986958172305,0.05880534933767027,False,1131.0
Q9BUJ2 (gene HNRNPUL1):  Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,41,0.6833333333333333,936617.9633333333,2151092.3542291233,False,8,0.38095238095238093,51564.04761904762,79514.09144145228,False,1.0,18.16416682869529,4.183023287248158,1.0,2.439546965123593,0.014705691002254618,0.04217429666877286,2048.0,1.8616049839162285,0.06637803120449019,0.3369387182359042,1175.0,897.5,0.002973950689470622,0.013998508224129786,1266.0,0.002973950689470622,0.035233500716604325,True,1175.0
P05141 (gene SLC25A5):  ADP/ATP translocase 2,SLC25A5,28,0.4666666666666667,564423.8333333334,1406117.4604990052,False,6,0.2857142857142857,34688.28571428572,89727.6301402474,False,1.0,16.2713095125544,4.024258458451203,1.0,1.4461178818835057,0.1481441410068289,0.24234382924232006,3644.5,1.7037620502922186,0.09235636205394014,0.34669865298694863,1588.0,803.0,0.03822919993872489,0.08645769781441724,2638.0,0.03822919993872489,0.24297806125827345,False,1588.0
"Q6NVY1 (gene HIBCH):  3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",HIBCH,28,0.4666666666666667,203552.18333333332,522592.0013050491,False,4,0.19047619047619047,44449.380952380954,139826.39902341357,False,1.0,4.5794154826772795,2.1951634642482616,1.0,2.228247621687691,0.025864007037437537,0.06433546569668432,2386.0,1.3608863152054036,0.1774193212969517,0.40146759171280455,2631.0,804.0,0.03409577648898844,0.080337836703517,2531.5,0.025864007037437537,0.17950842025061178,False,2386.0
P30085 (gene CMPK1):  UMP-CMP kinase,CMPK1,48,0.8,13705464.516666668,21396579.703310568,False,8,0.38095238095238093,7908043.428571428,18928749.231405422,False,1.0,1.7331043564009356,0.7933585269327699,1.0,3.5778912955047955,0.0003463774424774812,0.0034906888882105624,588.0,1.0864260176536098,0.2805944354634511,0.4871442313176705,3435.0,912.0,0.0020751024025155535,0.011474913068068256,1058.0,0.0003463774424774812,0.009063543078160756,True,588.0
Q8N163 (gene CCAR2):  Cell cycle and apoptosis regulator protein 2,CCAR2,31,0.5166666666666667,405495.31833333336,1095072.5588459556,False,4,0.19047619047619047,15263.685714285715,43823.498185489545,False,1.0,26.56601596082739,4.731509981559454,1.0,2.5970847419855456,0.009401872552958839,0.03040193585417476,1836.5,1.6122729791870762,0.11089066697691809,0.35765427711471476,1846.0,856.5,0.007043762284998877,0.024637386475263846,1665.0,0.007043762284998877,0.06645717310327354,False,1665.0
P17655 (gene CAPN2):  Calpain-2 catalytic subunit,CAPN2,42,0.7,1179249.2166666666,3347240.163353043,False,6,0.2857142857142857,973908.5285714286,2373988.336473049,False,1.0,1.2108418625260728,0.27601045954361936,1.0,3.3254479241305064,0.0008827658918978333,0.00599156008084468,874.0,0.25600872969360855,0.7986095432159741,0.9106468912130163,5232.0,872.0,0.007032484824909991,0.024637386475263846,1664.0,0.0008827658918978333,0.015630468630408047,True,874.0
Q07960 (gene ARHGAP1):  Rho GTPase-activating protein 1,ARHGAP1,48,0.8,5625566.6,9293600.819671718,False,9,0.42857142857142855,2041597.2904761906,4983059.126417045,False,1.0,2.7554731906433485,1.4623000905476469,1.0,3.208189708076429,0.0013357335828123786,0.00799296545141289,990.5,1.6635731222574035,0.10016006731243379,0.35031960237584553,1703.0,935.0,0.0008839875200420685,0.007336837391857213,718.0,0.0008839875200420685,0.01563400062619856,True,718.0
"P30048 (gene PRDX3):  Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3,41,0.6833333333333333,5819899.066666666,11668523.60682447,False,5,0.23809523809523808,420518.5714285714,1102077.5535941445,False,1.0,13.839814605289995,3.79075271200794,1.0,3.544925888695598,0.00039272349063408066,0.0037427928835829477,619.5,2.090892896197564,0.03975228917165006,0.3238518772263248,732.0,939.0,0.0005254739237972782,0.005962251003588099,525.0,0.00039272349063408066,0.009576246642191791,True,525.0
Q71DI3 (gene H3C15):  Histone H3.2,H3C15,5,0.08333333333333333,1578916.6666666667,7144293.839658955,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.3656982020004889,0.17203370892182301,0.2668624824304722,3780.0,1.0001855691374093,0.3202744843404993,0.5147515015019987,3712.0,682.5,0.1791285634854497,0.2760023268993267,3806.0,0.17203370892182301,0.7578290234513384,False,3712.0
Q9Y262 (gene EIF3L):  Eukaryotic translation initiation factor 3 subunit L,EIF3L,39,0.65,698963.2833333333,1499420.5779145388,False,9,0.42857142857142855,213173.07142857142,513534.8713084329,False,1.0,3.2788535561549965,1.713191467901465,1.0,1.7773945801387194,0.07550334189525754,0.14770755355780324,3029.5,1.4370412662922518,0.15465515634737872,0.38684996844801567,2382.0,836.0,0.021818206148218125,0.05654535963521692,2302.0,0.021818206148218125,0.1569979441941745,False,2302.0
Q71U36;P0DPH8;P0DPH7 (gene TUBA1A;TUBA3D):  Tubulin alpha-1A chain; Tubulin alpha-3D chain; Tubulin alpha-3C chain,TUBA1A;TUBA3D,34,0.5666666666666667,1833431.9333333333,3153432.6615899475,False,4,0.19047619047619047,130612.85714285714,291340.6364042067,False,1.0,14.037147440347235,3.8111778829664815,1.0,2.973100243319777,0.0029480815160921004,0.013375098346011766,1307.5,2.440157595871204,0.016920027879828024,0.3236688001045334,247.0,885.0,0.002938110979517332,0.013917839201893649,1259.0,0.002938110979517332,0.03496670839961326,True,247.0
P49257 (gene LMAN1):  Protein ERGIC-53,LMAN1,36,0.6,1955005.4666666666,5297314.886989022,False,3,0.14285714285714285,46724.380952380954,193764.30273192274,False,1.0,41.84122778677934,5.386853281460477,1.0,3.6084672794346337,0.00030801135223972265,0.00326393557275699,557.5,1.62991733380665,0.10710006010475438,0.35538647787133415,1796.0,954.0,0.00017125844126807783,0.004234946441138909,240.5,0.00017125844126807783,0.006242736419177305,True,240.5
Q13439 (gene GOLGA4):  Golgin subfamily A member 4,GOLGA4,31,0.5166666666666667,157500.355,409194.41696949163,False,6,0.2857142857142857,155629.2380952381,655352.7329967975,False,1.0,1.012022913731704,0.01724195520303201,1.0,1.8286181480408459,0.06745683207022084,0.13423864580751751,2994.0,0.015022132480885629,0.9880523966590613,1.0,5426.0,801.5,0.04432429400801014,0.09790401260710421,2701.0,0.04432429400801014,0.27651314540096394,False,2701.0
P29350 (gene PTPN6):  Tyrosine-protein phosphatase non-receptor type 6,PTPN6,45,0.75,2524229.9366666665,5816091.85885466,False,10,0.47619047619047616,479574.4761904762,1070273.3857427724,False,1.0,5.263478483493845,2.3960165508987443,1.0,2.313174058685214,0.02071307122604799,0.05405694791539908,2283.0,1.58165240614326,0.117724563408035,0.36284907649825693,1934.0,868.5,0.009097561747927465,0.0303387665668727,1789.0,0.009097561747927465,0.08032963007617452,False,1789.0
Q9UNZ2 (gene NSFL1C):  NSFL1 cofactor p47,NSFL1C,49,0.8166666666666667,7607628.083333333,11437249.634918509,False,10,0.47619047619047616,4830692.571428572,11353995.10138026,False,1.0,1.5748524607687813,0.6552166768109872,1.0,3.019097807930356,0.002535286677280854,0.01228718141076976,1225.5,0.9474933165391745,0.3462767807928483,0.5374316530203259,3844.0,901.5,0.0031754930425912952,0.0146376280466155,1291.0,0.002535286677280854,0.03176475228305016,True,1225.5
Q15046 (gene KARS1):  Lysine--tRNA ligase,KARS1,51,0.85,1228836.5566666669,2784758.7754937606,False,8,0.38095238095238093,1079550.761904762,2541545.0641899086,False,1.0,1.1382851089812271,0.1868619581684076,1.0,4.159176700435525,3.193967491687679e-05,0.0010707690912792845,167.0,0.21348076193225904,0.831501975594024,0.9411384531197015,5271.0,925.5,0.001320474516774443,0.008955570368865769,878.0,3.193967491687679e-05,0.002926768849496711,True,167.0
P30043 (gene BLVRB):  Flavin reductase (NADPH),BLVRB,54,0.9,68771949.73333333,104584414.68543589,False,11,0.5238095238095238,149858207.3809524,378257646.52401227,False,1.0,0.45891346850632403,-1.1237059463151182,-1.0,3.7266525945464197,0.00019403961631683382,0.0024949145494530833,457.5,-1.4856204415521101,0.14135936405102534,0.3781838412235055,2230.0,932.0,0.0011070079150055218,0.00808373221655195,817.0,0.00019403961631683382,0.006704480796985891,True,457.5
Q13561 (gene DCTN2):  Dynactin subunit 2,DCTN2,44,0.7333333333333333,6044578.65,9662091.24172964,False,7,0.3333333333333333,1793646.142857143,4371125.575055297,False,1.0,3.3699950651180686,1.752746478785501,1.0,3.2669467667029086,0.0010871412059734538,0.007253604314470236,884.5,1.9234050240788954,0.058031947089776534,0.3296549803806225,1048.0,908.0,0.002143921956975179,0.0116733366490746,1095.0,0.0010871412059734538,0.018535437462725235,True,884.5
"Q04837 (gene SSBP1):  Single-stranded DNA-binding protein, mitochondrial",SSBP1,38,0.6333333333333333,3631613.6666666665,8419604.680165801,False,6,0.2857142857142857,292850.95238095237,651578.1455008531,False,1.0,12.400894165200171,3.632372244627817,1.0,2.7523530888037464,0.00591686875708174,0.022081888228661212,1587.0,1.7927504727411339,0.07684066254474446,0.3413487660029378,1343.0,897.0,0.0025320335520603345,0.01287857568462257,1171.0,0.0025320335520603345,0.03176475228305016,True,1171.0
P00491 (gene PNP):  Purine nucleoside phosphorylase,PNP,53,0.8833333333333333,13875757.483333332,20187122.94253482,False,9,0.42857142857142855,18196919.523809522,43584248.92989487,False,1.0,0.7625333213776659,-0.3911277126871583,-1.0,4.232911744705662,2.3068504808551694e-05,0.0009299101330258069,146.0,-0.5971835489476357,0.5520926412237435,0.6714355378039918,4699.0,913.0,0.0021818515765829353,0.011801383958199269,1103.0,2.3068504808551694e-05,0.0025023036306876254,True,146.0
Q02487 (gene DSC2):  Desmocollin-2,DSC2,39,0.65,268191.0833333333,366820.6454879683,False,9,0.42857142857142855,264232.4761904762,615651.4828541673,False,1.0,1.0149815314109554,0.02145347639149855,1.0,1.7773945801387194,0.07550334189525754,0.14770755355780324,3029.5,0.03465702267163738,0.9724406502194404,1.0,5411.0,782.0,0.09086704777147087,0.1680969944200295,3225.0,0.07550334189525754,0.41591453307319437,False,3029.5
Q96AG4 (gene LRRC59):  Leucine-rich repeat-containing protein 59,LRRC59,29,0.48333333333333334,996740.1333333333,2173591.189200494,False,3,0.14285714285714285,32865.23809523809,83342.14572180597,False,1.0,30.328097134565557,4.9225830771670775,1.0,2.7468914646667226,0.006016304034504324,0.022081888228661212,1594.5,2.0063734836765024,0.04823842879786589,0.3275853316010761,873.0,865.0,0.004184287415236469,0.017287713794529626,1443.5,0.004184287415236469,0.04563703604991001,True,873.0
"P11177 (gene PDHB):  Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,28,0.4666666666666667,572295.4166666666,1432433.7613423674,False,2,0.09523809523809523,23086.666666666668,86234.89059281953,False,1.0,24.78900158714457,4.631628260854874,1.0,3.0335934262241295,0.002416598715931656,0.011905541850431264,1190.5,1.7340767273048927,0.08680521253249644,0.3454415196072109,1485.0,876.0,0.0022570876032833352,0.012033766435378354,1118.5,0.0022570876032833352,0.029865075940234003,True,1118.5
"P0DPI2;A0A0B4J2D5 (gene GATD3A):  Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial",GATD3A,36,0.6,1442988.2166666666,2842197.241674365,False,4,0.19047619047619047,138784.2857142857,302951.95222645975,False,1.0,10.39734584668281,3.3781433903188653,1.0,3.2306135812718697,0.001235248147315817,0.0076357601316344795,945.5,2.0725746834187255,0.04147313725828618,0.32599306572191744,759.0,889.0,0.0028254386658395146,0.013642625668886008,1217.0,0.001235248147315817,0.019753232961889373,True,759.0
P12268 (gene IMPDH2):  Inosine-5-monophosphate dehydrogenase 2,IMPDH2,45,0.75,4333200.7,8959995.430249732,False,9,0.42857142857142855,1341125.5952380951,3326614.9177303836,False,1.0,3.231017822180539,1.6919887084802707,1.0,2.689264371002386,0.00716096819380791,0.025190056747793624,1686.0,1.476093494477211,0.14389376301812887,0.38078945796229374,2253.0,904.0,0.0026681384139775667,0.013285069683107662,1197.0,0.0026681384139775667,0.033024461402998105,True,1197.0
P62854;Q5JNZ5 (gene RPS26;RPS26P11):  40S ribosomal protein S26; Putative 40S ribosomal protein S26-like 1,RPS26;RPS26P11,38,0.6333333333333333,6408128.916666667,12590973.125484753,False,9,0.42857142857142855,4186960.0,9802022.7678256,False,1.0,1.530496808344273,0.6140000363116925,1.0,1.6363965505523876,0.10175662065731982,0.17787283880503077,3412.0,0.7251539739099175,0.4705001212140031,0.6295141787761253,4459.0,763.0,0.13785192773296379,0.22614831244622194,3531.0,0.10175662065731982,0.5042121822715597,False,3412.0
Q9UMX0 (gene UBQLN1):  Ubiquilin-1,UBQLN1,40,0.6666666666666666,3684956.35,6547086.712243193,False,6,0.2857142857142857,578780.1428571428,1233891.459053112,False,1.0,6.366763606993979,2.670560199065673,1.0,3.033091669472169,0.002420620560605619,0.011905541850431264,1207.0,2.133908734816415,0.03595227237720658,0.3236688001045334,648.0,898.0,0.0026418827177503348,0.013189516564099162,1194.5,0.002420620560605619,0.030726430350155574,True,648.0
O43143 (gene DHX15):  Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,DHX15,28,0.4666666666666667,503037.4016666667,1339628.1369834014,False,3,0.14285714285714285,10861.576190476191,32749.813770781384,False,1.0,46.31348091646532,5.533360288815057,1.0,2.627553399335482,0.008600134246178377,0.02820692738466201,1812.0,1.6625368624393733,0.10036816185919467,0.35031960237584553,1705.0,860.0,0.004682652147337764,0.018749464906722885,1490.0,0.004682652147337764,0.04861375181731514,True,1490.0
P67775 (gene PPP2CA):  Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PPP2CA,48,0.8,7313900.333333333,14182213.347636,False,9,0.42857142857142855,3057526.5714285714,6915461.74478781,False,1.0,2.3920970635796177,1.258275930632958,1.0,3.208189708076429,0.0013357335828123786,0.00799296545141289,990.5,1.3050233920870014,0.19567335961709334,0.4147024026556231,2815.0,908.0,0.0024436816013526205,0.012616068007060088,1155.0,0.0013357335828123786,0.020698666376775716,True,990.5
Q16576 (gene RBBP7):  Histone-binding protein RBBP7,RBBP7,44,0.7333333333333333,2600843.2333333334,4933044.486621347,False,4,0.19047619047619047,197916.19047619047,435311.269755291,False,1.0,13.141134270331847,3.716017901411986,1.0,4.357483486791698,1.3156642152944039e-05,0.0006946241334908331,111.0,2.2014824025107194,0.0306198993865168,0.3236688001045334,532.0,967.0,0.0001729503107302028,0.004234946441138909,242.0,1.3156642152944039e-05,0.0018838206500271391,True,111.0
Q99541 (gene PLIN2):  Perilipin-2,PLIN2,8,0.13333333333333333,22195.816666666666,71042.88881736434,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.7626256877364785,0.07796364166166986,0.14770755355780324,3109.0,1.413940712861639,0.16130810641596816,0.3913640353304864,2459.0,714.0,0.0821754441474272,0.15416940244765742,3140.0,0.07796364166166986,0.41591453307319437,False,2459.0
P61769 (gene B2M):  Beta-2-microglobulin,B2M,55,0.9166666666666666,34933818.166666664,51943724.82875029,False,11,0.5238095238095238,8212679.19047619,15726229.096730411,False,1.0,4.253644560617114,2.0886994850947502,1.0,3.9888236719256316,6.640175505755353e-05,0.0015354762429200168,252.5,2.291635912294313,0.024590326126972307,0.3236688001045334,412.0,936.0,0.0009571209444776979,0.007573187738400458,754.0,6.640175505755353e-05,0.004045788412068616,True,252.5
Q13347 (gene EIF3I):  Eukaryotic translation initiation factor 3 subunit I,EIF3I,45,0.75,5438291.716666667,8528000.768069196,False,7,0.3333333333333333,845265.2857142857,1922390.6748481584,False,1.0,6.433828300501707,2.685677435319219,1.0,3.427803118253239,0.0006084865779249378,0.004905717464729971,734.5,2.4160412675151055,0.017997947018582757,0.3236688001045334,270.0,941.0,0.0006131967934209992,0.006204358484985342,589.0,0.0006084865779249378,0.01257585770404219,True,270.0
Q00341 (gene HDLBP):  Vigilin,HDLBP,43,0.7166666666666667,1063955.8833333333,2588417.8283268106,False,5,0.23809523809523808,39905.04761904762,99966.37188645283,False,1.0,26.66218803855831,4.736723275271011,1.0,3.8414657054611028,0.0001223018254981283,0.0020438450726101777,353.0,1.790005999512528,0.07728460478539917,0.34179388595232874,1349.0,962.0,0.00021580137026801436,0.004387205518016337,292.0,0.0001223018254981283,0.005486110458058898,True,292.0
"O15382 (gene BCAT2):  Branched-chain-amino-acid aminotransferase, mitochondrial",BCAT2,15,0.25,192123.18333333332,574102.5384165123,False,2,0.09523809523809523,14688.57142857143,45671.01261409997,False,1.0,13.079773227404928,3.7092656229913676,1.0,1.4989163627784716,0.13389533091425082,0.22085140841427162,3609.5,1.397169549392159,0.16627464491618102,0.3934558139665504,2520.0,729.5,0.13394136383928695,0.22614831244622194,3515.5,0.13389533091425082,0.6266889729872545,False,2520.0
